sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,bInterval,cInterval,new_user,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not orderable,availability_ mainly orderable,availability_ mixed
515,19,7,1653.848,22,7.99,8.99,173.79,9,7.99,8.99,72.91,5.0,600.0,530.0,11.0,1.0,24.0,2.0,210.0,0.009877274859866163,0.006667111140742716,0.0,140.0,0,1,0,1,0,0,0,0
518,19,7,191.30200000000002,2,3.99,9.99,13.98,2,3.99,9.99,13.98,5.0,2500.0,525.0,442.0,16.0,64.0,2.0,11.0,0.014614250222535175,0.009260116677470136,170.0,187.0,0,1,0,1,0,0,0,0
527,19,7,243.715,5,3.99,49.99,124.95,5,3.99,49.99,124.95,5.0,8500.0,575.0,524.0,11.0,79.0,2.0,7.0,0.022803126101287343,0.02500625156289072,45.0,155.0,0,1,0,1,0,0,0,0
528,19,7,594.649,8,24.99,29.99,219.92,1,29.99,29.99,29.99,5.0,800.0,445.0,66.0,10.0,34.0,2.0,28.0,0.05558334722917014,0.05002501250625313,0.0,0.0,0,1,0,1,0,0,0,0
530,19,7,3650.573,99,12.95,39.99,1838.8,25,12.95,29.99,482.67,5.0,5000.0,614.0,19.0,61.0,34.0,2.0,4.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,1,0,1,0,0,0,0
544,19,7,381.67,2,89.99,89.99,179.98,1,89.99,89.99,89.99,5.0,12700.0,553.0,345.0,11.0,52.0,2.0,26.0,0.05002501250625312,0.05002501250625312,0.0,0.0,0,1,0,1,0,0,0,0
555,19,7,4755.891,199,7.99,24.99,1659.74,10,9.99,15.99,110.9,1.0,600.0,559.0,21.0,2.0,43.0,2.0,8.0,0.010001000100010001,0.010001000100010001,0.0,0.0,0,1,0,1,0,0,0,0
564,19,7,2358.972,35,6.99,31.96,544.17,7,6.99,19.99,95.47,5.0,2300.0,556.0,219.0,2.0,36.0,2.0,6.0,0.009474182851729037,0.005263434917627243,0.0,0.0,0,1,0,1,0,0,0,0
572,19,7,10552.098,124,4.0,100.83,2811.96,13,4.99,39.99,235.9,5.0,2500.0,583.0,365.0,51.0,65.0,2.0,16.0,0.0034946894161986923,0.005579033990264585,695.01,695.01,0,1,0,1,0,0,0,0
576,19,7,661.946,23,3.99,19.99,241.82,5,3.99,19.99,51.95,5.0,3900.0,592.0,222.0,34.0,41.0,2.0,12.0,0.013335111348179758,0.026673779674579887,5.0,265.0,0,1,0,1,0,0,0,0
577,19,7,116.37,5,4.99,29.99,75.95,5,4.99,29.99,75.95,5.0,600.0,529.0,286.0,10.0,49.0,2.0,14.0,0.0255656397801355,0.0255656397801355,80.0,80.0,0,1,0,1,0,0,0,0
578,19,7,1065.346,17,14.99,99.99,510.87,7,14.99,99.99,282.93,5.0,300.0,395.0,96.0,2.0,34.0,2.0,39.0,0.06822833750284285,0.08340283569641367,15.999999999999998,19.0,0,1,0,1,0,0,0,0
579,19,7,658.805,16,3.99,19.99,167.85,2,3.99,3.99,7.98,1.0,600.0,70.0,31.0,0.0,26.0,2.0,7.0,0.03141753909456679,0.02500625156289072,85.0,85.0,0,1,0,1,0,0,0,0
580,19,7,718.485,19,29.99,319.99,2858.81,2,179.99,319.99,499.98,1.0,500.0,359.0,6.0,4.0,19.0,2.0,4.0,0.05796795952782464,0.045526974732529014,55.04,55.04,0,1,0,0,1,0,0,0
583,19,7,448.124,14,12.99,74.99,372.86,2,12.99,39.99,52.98,1.0,8500.0,572.0,356.0,13.0,54.0,2.0,18.0,0.03671908632783813,0.03220994100495016,50.0,50.0,0,1,0,0,1,0,0,0
586,19,7,1409.342,12,69.99,899.99,1769.91,1,149.99,149.99,149.99,5.0,1000.0,494.0,51.0,18.0,56.0,2.0,11.0,0.08147370411951418,0.08927922596987344,9.999999999999998,14.989999999999998,0,1,0,1,0,0,0,0
599,19,7,1108.013,25,7.99,44.99,620.76,3,13.99,39.99,83.97,5.0,1500.0,484.0,257.0,11.0,45.0,2.0,13.0,0.03965171670206352,0.04668845461215233,20.0,38.0,0,1,0,1,0,0,0,0
604,19,7,707.064,5,3.99,39.99,96.95,5,3.99,39.99,96.95,5.0,3000.0,501.0,323.0,8.0,54.0,1.0,19.0,0.04708097928436912,0.04708097928436912,20.0,20.0,0,1,0,1,0,0,0,0
607,19,7,390.819,3,19.99,29.99,79.97,3,19.99,29.99,79.97,5.0,2500.0,567.0,321.0,19.0,57.0,2.0,16.0,0.0962278675904542,0.07698229407236336,0.0,0.0,0,1,0,1,0,0,0,0
608,19,7,394.506,2,14.99,59.99,74.98,2,14.99,59.99,74.98,4.0,600.0,70.0,123.0,1.0,41.0,2.0,336.0,0.06003602161296779,0.066711140760507,9.999999999999998,9.999999999999998,0,1,0,1,0,0,0,0
610,19,7,1708.024,62,14.9,199.99,4304.62,2,29.99,159.99,189.98,1.0,500.0,509.0,7.0,6.0,22.0,2.0,104.0,0.07139133113728466,0.07210023750666471,7.999999999999998,10.999999999999998,0,1,0,1,0,0,0,0
620,19,7,2192.5860000000002,25,6.99,19.99,238.84,5,6.99,17.99,63.95,5.0,600.0,435.0,31.0,28.0,44.0,2.0,21.0,0.03705075954057058,0.03705075954057058,50.0,50.0,0,1,0,1,0,0,0,0
623,19,7,4786.818,73,3.99,79.99,1526.48,7,3.99,59.99,144.9,5.0,1500.0,441.0,67.0,7.0,59.0,1.0,49.0,0.08199643493761141,0.07698229407236336,0.0,5.0,0,1,0,1,0,0,0,0
624,19,7,8281.283000000001,78,9.99,129.9,3634.32,14,9.99,49.99,555.82,5.0,4000.0,70.0,217.0,1.0,46.0,2.0,291.0,0.062093068639452166,0.05558643690939411,18.0,20.99,0,1,0,1,0,0,0,0
626,19,7,1798.589,27,3.99,29.99,409.73,5,3.99,29.99,70.95,5.0,4000.0,577.0,299.0,16.0,57.0,2.0,22.0,0.05576679340937896,0.051308363263211906,19.0,20.0,0,1,0,1,0,0,0,0
628,19,7,1839.6689999999999,53,3.0,20.0,499.88,13,3.99,19.99,169.88,5.0,1600.0,574.0,99.0,16.0,47.0,2.0,22.0,0.014530442677559213,0.08757193408871576,26.0,396.0,0,1,0,1,0,0,0,0
629,19,7,1856.241,19,2.99,36.9,200.64,5,4.99,19.95,41.91,5.0,4000.0,554.0,221.0,7.0,47.0,2.0,149.0,0.27240764008404517,0.11529869568350508,2.99,21.009999999999998,0,1,0,1,0,0,0,0
630,19,7,2803.583,40,19.99,149.95,2208.78,6,19.99,119.95,349.81,5.0,4000.0,514.0,218.0,14.0,49.0,2.0,23.0,0.07348236216896817,0.07291986490635552,12.999999999999998,12.999999999999998,0,1,0,1,0,0,0,0
638,19,7,1930.0870000000002,36,3.99,259.99,4299.44,10,3.99,49.99,149.91,5.0,600.0,70.0,24.0,0.0,42.0,2.0,402.0,0.08337502084375521,0.05002501250625313,0.0,0.0,0,0,0,1,0,0,0,0
640,19,7,3819.0759999999996,5,499.0,799.99,3698.96,1,799.99,799.99,799.99,1.0,3000.0,471.0,175.0,7.0,56.0,2.0,67.0,0.04937458854509545,0.10010010010010009,0.0,42.0,0,1,0,0,1,0,0,0
641,19,7,121.242,2,29.99,29.99,59.98,1,29.99,29.99,29.99,2.0,1600.0,452.0,44.0,8.0,24.0,1.0,206.0,0.0014285918370262433,0.0014285918370262433,0.0,0.0,0,1,0,1,0,0,0,0
643,19,7,2468.078,16,4.99,499.99,724.85,2,12.99,14.99,27.98,5.0,1500.0,490.0,29.0,15.0,29.0,2.0,212.0,0.058562295641989164,0.04257130693912303,23.000000000000004,23.000000000000004,0,1,0,1,0,0,0,0
648,19,7,3156.385,66,7.0,159.95,2981.91,4,7.0,47.96,118.94,1.0,3000.0,541.0,177.0,12.0,35.0,1.0,5.0,0.09682441510802106,0.05560409881642704,31.0,37.04,0,1,0,1,0,0,0,0
652,19,7,723.199,15,5.99,29.8,121.66,3,5.99,19.99,45.93,5.0,3000.0,461.0,72.0,15.0,41.0,1.0,6.0,0.011790007765143048,0.012001440172820739,20.0,20.0,0,1,0,1,0,0,0,0
653,19,7,3549.07,27,9.99,17.99,341.73,7,9.99,17.99,89.93,5.0,300.0,452.0,86.0,13.0,51.0,2.0,350.0,0.0694488696549998,0.08712698758440426,29.99,59.99,0,1,0,1,0,0,0,0
661,19,7,522.34,6,229.99,649.99,2319.94,2,279.99,649.99,929.98,5.0,4000.0,466.0,130.0,11.0,40.0,1.0,23.0,0.12901254477244564,0.08831321754489256,6.0,18.21,0,1,0,1,0,0,0,0
662,19,7,457.019,6,10.0,20.0,110.0,1,20.0,20.0,20.0,1.0,4000.0,557.0,61.0,10.0,32.0,2.0,89.0,0.02673982153645034,0.028007842195814828,25.000000000000004,25.000000000000004,0,1,0,1,0,0,0,0
668,19,7,9493.608,101,7.99,119.99,3075.03,3,22.99,74.99,122.97,1.0,600.0,495.0,20.0,24.0,31.0,2.0,44.0,0.0876616261231646,0.07147962830593281,7.999999999999998,29.0,0,1,0,1,0,0,0,0
669,19,7,308.502,11,14.99,24.99,219.9,3,14.99,24.99,64.97,5.0,900.0,540.0,219.0,6.0,47.0,2.0,12.0,0.018533619986655793,0.016680567139282735,0.0,29.960000000000004,0,1,0,1,0,0,0,0
672,19,7,991.0010000000001,5,39.99,99.99,369.95,1,99.99,99.99,99.99,5.0,2500.0,553.0,81.0,10.0,54.0,1.0,58.0,0.0024503264379332314,0.0032310699688201747,579.01,679.01,0,1,0,1,0,0,0,0
678,19,7,577.0369999999999,8,39.99,69.99,479.92,4,39.99,69.99,239.96,1.0,600.0,442.0,123.0,9.0,35.0,1.0,10.0,0.032919788723744015,0.025006251562890724,0.0,90.0,0,1,0,1,0,0,0,0
679,19,7,572.289,16,7.0,19.99,214.48,2,16.8,19.99,36.79,1.0,0.0,383.0,5.0,5.0,50.0,2.0,141.0,0.04984800233484943,0.03587428981420455,44.99,49.95,0,1,0,0,1,0,0,0
683,19,7,306.224,5,499.99,499.99,2499.95,2,499.99,499.99,999.98,5.0,7500.0,502.0,334.0,28.0,49.0,2.0,10.0,0.066711140760507,0.066711140760507,9.999999999999998,9.999999999999998,0,1,0,1,0,0,0,0
692,19,7,14011.702,98,9.99,119.99,4143.37,16,9.99,109.99,656.08,5.0,5500.0,536.0,433.0,22.0,57.0,2.0,9.0,0.027783780446392736,0.04841052121994513,17.0,187.0,0,1,0,1,0,0,0,0
702,19,7,803.206,2,159.99,159.99,319.98,1,159.99,159.99,159.99,5.0,800.0,396.0,4.0,2.0,27.0,2.0,61.0,0.06906085244417105,0.09446587420294421,24.99,115.96000000000001,0,1,0,1,0,0,0,0
726,19,7,387.67900000000003,2,499.99,499.99,999.98,1,499.99,499.99,499.99,5.0,300.0,426.0,1.0,0.0,47.0,1.0,54.0,0.05002501250625313,0.05002501250625313,0.0,0.0,0,1,0,1,0,0,0,0
728,19,7,218.37599999999998,4,29.99,59.95,184.88,4,29.99,59.95,184.88,5.0,8500.0,519.0,300.0,70.0,43.0,2.0,14.0,0.22311983073668012,0.021743857360295715,68.0,78.99,0,1,0,1,0,0,0,0
732,19,7,3713.7659999999996,15,3.99,299.99,442.86,8,3.99,299.99,378.92,5.0,300.0,337.0,2.0,0.0,33.0,2.0,72.0,0.07221706386051789,0.07147962830593281,2.0,2.0,0,1,0,1,0,0,0,0
733,19,7,210.43200000000002,6,19.99,49.99,179.94,2,19.99,29.99,49.98,1.0,4000.0,564.0,216.0,5.0,49.0,2.0,158.0,0.14150943396226415,0.14814814814814814,5.0,5.0,0,1,0,1,0,0,0,0
750,19,7,267.01099999999997,7,14.99,29.99,147.93,7,14.99,29.99,147.93,5.0,600.0,519.0,339.0,8.0,49.0,2.0,63.0,0.05003395161002108,0.0444642063139173,5.0,50.0,0,1,0,1,0,0,0,0
752,19,7,1617.047,30,10.99,79.82,643.2,2,48.74,79.82,128.56,5.0,4000.0,528.0,215.0,18.0,44.0,2.0,135.0,0.047641734159123386,0.047641734159123386,17.0,17.0,0,1,0,1,0,0,0,0
753,19,7,112.084,3,29.99,39.4,99.38,1,29.99,29.99,29.99,1.0,4000.0,573.0,221.0,10.0,41.0,2.0,4.0,0.022193625393983476,0.019321914460748102,70.0,73.0,0,1,0,1,0,0,0,0
762,19,7,1741.641,36,9.99,29.99,516.73,7,9.99,29.99,94.95,5.0,300.0,558.0,206.0,17.0,46.0,2.0,46.0,0.040016006402561026,0.040016006402561026,10.0,10.0,0,1,0,1,0,0,0,0
774,19,7,156.248,4,14.99,19.99,69.96,4,14.99,19.99,69.96,5.0,8500.0,561.0,149.0,13.0,40.0,2.0,14.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,1,0,1,0,0,0,0
787,19,7,8992.625,37,10.0,99.99,1484.21,5,29.99,69.99,234.87,1.0,2900.0,506.0,136.0,13.0,39.0,2.0,34.0,0.06746337702390132,0.066711140760507,0.0,36.99,0,1,0,1,0,0,0,0
796,19,7,1222.37,20,17.99,29.99,395.81,7,17.99,29.99,143.93,4.0,600.0,577.0,155.0,1.0,64.0,2.0,62.0,0.006274669746483734,0.002500062501562539,0.0,100.0,0,1,0,1,0,0,0,0
801,19,7,3718.815,53,9.99,99.0,1490.55,5,9.99,99.0,203.96,5.0,400.0,496.0,8.0,8.0,21.0,2.0,10.0,0.0291659982792061,0.02222716159146477,10.0,37.0,0,1,0,1,0,0,0,0
803,19,7,90.07600000000001,2,9.99,9.99,19.98,1,9.99,9.99,9.99,5.0,2500.0,447.0,101.0,13.0,41.0,2.0,63.0,0.06622029284085057,0.06253908692933083,9.999999999999998,9.999999999999998,0,1,0,1,0,0,0,0
814,19,7,2268.215,12,3.99,599.0,3353.92,4,3.99,599.0,736.97,1.0,900.0,480.0,409.0,6.0,60.0,2.0,15.0,0.03804788961038961,0.025231286795626577,40.0,79.96000000000001,0,1,0,1,0,0,0,0
819,19,7,113.113,4,999.99,999.99,1999.98,1,999.99,999.99,999.99,1.0,3000.0,477.0,87.0,10.0,44.0,1.0,54.0,0.12506948304613677,0.044464206313917294,5.0,22.0,0,1,1,0,0,0,0,0
837,19,7,3652.843,14,2.0,24.99,134.92,5,19.99,24.99,109.95,4.0,2500.0,573.0,220.0,37.0,49.0,2.0,27.0,0.04143527487192732,0.04051308260929183,54.99,54.99,0,1,0,1,0,0,0,0
838,19,7,4488.388,32,9.99,49.99,512.18,11,9.99,49.99,171.39,1.0,1000.0,509.0,57.0,5.0,47.0,2.0,65.0,0.027139988058405253,0.027290093695988355,30.040000000000003,47.0,0,1,0,0,1,0,0,0
845,19,7,9543.86,80,3.99,129.0,3480.01,12,3.99,129.0,480.84,5.0,2800.0,541.0,220.0,12.0,53.0,2.0,9.0,0.029420417769932334,0.029420417769932334,50.0,50.0,0,1,0,1,0,0,0,0
848,19,7,1505.021,15,7.0,199.99,901.39,1,7.0,7.0,7.0,1.0,4000.0,517.0,324.0,6.0,50.0,2.0,63.0,0.05988216248278626,0.03592450327465664,32.0,40.0,0,1,0,0,1,0,0,0
852,19,7,1664.102,20,14.99,34.99,561.64,8,14.99,34.99,201.13,5.0,600.0,564.0,370.0,3.0,55.0,2.0,7.0,0.030129254501812794,0.022732439190725175,65.0,70.0,0,1,0,1,0,0,0,0
863,19,7,4291.274,19,6.59,29.99,283.6,6,6.59,29.99,111.54,1.0,4000.0,538.0,128.0,3.0,41.0,2.0,33.0,0.01142971440001143,0.010001000100010001,0.0,0.0,0,1,0,1,0,0,0,0
864,19,7,5867.138000000001,15,5.0,39.99,388.59,5,5.0,39.99,111.97,5.0,2500.0,511.0,264.0,10.0,44.0,2.0,41.0,0.0436782199840703,0.028579594169762787,59.99999999999999,165.0,0,1,0,1,0,0,0,0
870,19,7,3056.923,43,4.99,579.99,4031.57,7,10.99,249.99,793.93,1.0,2900.0,519.0,206.0,17.0,45.0,2.0,73.0,0.11112592790149796,0.10010010010010009,0.0,8.0,0,1,0,1,0,0,0,0
877,19,7,1547.369,4,699.99,749.99,2899.96,2,699.99,749.99,1449.98,2.0,300.0,493.0,12.0,10.0,19.0,2.0,146.0,0.04057030981077924,0.03160223322448119,69.96000000000001,96.95,0,0,0,0,0,0,0,0
881,19,7,1122.464,25,2.0,24.99,184.99,5,2.0,24.0,79.0,5.0,1500.0,485.0,50.0,27.0,28.0,2.0,19.0,0.0961240922527932,0.08693955039832509,9.0,39.0,0,1,0,1,0,0,0,0
884,19,7,1394.1760000000002,89,5.0,64.95,2540.35,7,29.99,39.99,225.93,1.0,600.0,597.0,125.0,1.0,43.0,2.0,130.0,0.034791317984739265,0.16666666666666666,7.0,998.99,0,1,0,1,0,0,0,0
885,19,7,2364.03,29,2.99,17.99,228.75,8,2.99,9.99,44.94,5.0,400.0,399.0,5.0,5.0,20.0,1.0,101.0,0.042649519372723994,0.04084001461642628,76.0,76.0,0,1,0,1,0,0,0,0
889,19,7,1484.6870000000001,24,39.99,89.95,1179.64,3,39.99,49.99,129.97,1.0,600.0,80.0,203.0,2.0,50.0,2.0,33.0,0.05688365105526466,0.0757545552410191,19.0,36.0,0,1,0,1,0,0,0,0
893,19,7,1236.068,39,9.99,24.99,785.61,5,9.99,24.99,99.95,5.0,3000.0,547.0,139.0,20.0,69.0,2.0,5.0,0.0021602735094112787,0.0013889081792802678,800.0,1188.0,0,1,0,1,0,0,0,0
907,19,7,618.59,14,7.0,49.99,254.89,2,9.99,12.99,22.98,2.0,0.0,317.0,8.0,1.0,31.0,2.0,257.0,0.06234775548080267,0.05421523448088912,24.99,24.99,0,1,0,1,0,0,0,0
908,19,7,6586.3640000000005,27,29.99,349.99,2349.79,1,69.95,69.95,69.95,2.0,2000.0,587.0,60.0,10.0,38.0,2.0,29.0,0.06051421294688429,0.03154716300869801,52.96,58.95,0,1,0,1,0,0,0,0
920,19,7,778.668,6,12.99,29.99,128.94,2,12.99,29.99,42.98,5.0,1500.0,447.0,63.0,16.0,50.0,1.0,176.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,1,0,1,0,0,0,0
934,19,7,888.945,9,7.0,34.99,111.93,2,7.0,10.99,17.99,1.0,300.0,438.0,9.0,5.0,57.0,2.0,10.0,0.05564767074749586,0.0559151042162368,32.0,32.0,0,1,0,1,0,0,0,0
935,19,7,256.20799999999997,11,34.99,149.95,734.85,2,99.99,99.99,199.98,5.0,2900.0,495.0,233.0,10.0,42.0,2.0,7.0,0.1004673252857991,0.03759963904346519,76.99,78.99,0,1,0,1,0,0,0,0
936,19,7,4100.399,111,9.99,69.99,2587.49,12,9.99,69.99,287.88,1.0,4000.0,554.0,330.0,16.0,43.0,2.0,13.0,0.04654785029495224,0.054575222848826634,4.999999999999998,64.99,0,1,0,0,0,0,1,0
939,19,7,3754.804,17,9.99,39.99,359.96,2,9.99,20.0,29.99,1.0,300.0,471.0,106.0,5.0,60.0,1.0,38.0,0.07121057985757885,0.0689893066574681,9.999999999999998,44.99,0,1,0,1,0,0,0,0
941,19,7,2110.084,31,3.0,39.99,840.69,5,3.0,29.99,91.96,5.0,2200.0,513.0,205.0,16.0,34.0,2.0,12.0,0.05220114842526535,0.05220114842526535,11.999999999999998,11.999999999999998,0,1,0,1,0,0,0,0
949,19,7,6459.236,5,3.99,29.99,97.95,2,3.99,29.99,33.98,4.0,2800.0,519.0,213.0,16.0,38.0,2.0,20.0,0.051882279583609,0.04903219780989517,11.0,11.0,0,1,0,1,0,0,0,0
957,19,7,1629.726,98,4.0,44.99,1311.29,15,6.99,44.99,315.85,5.0,4000.0,587.0,93.0,5.0,48.0,2.0,29.0,0.054337875270951096,0.054301988377063765,20.0,20.0,0,1,0,1,0,0,0,0
971,19,7,244.435,2,14.99,14.99,29.98,1,14.99,14.99,14.99,3.0,1100.0,602.0,36.0,5.0,57.0,1.0,127.0,0.03159656453186892,0.04360595606058662,37.0,47.0,0,1,0,1,0,0,0,0
973,19,7,384.7,7,3.0,19.99,68.97,1,3.0,3.0,3.0,2.0,800.0,440.0,13.0,8.0,25.0,2.0,31.0,0.07798284377436965,0.07798284377436965,5.0,5.0,0,1,0,1,0,0,0,0
975,19,7,3806.107,60,1.0,17.99,383.95,2,15.0,17.99,32.99,4.0,600.0,564.0,73.0,3.0,40.0,2.0,30.0,0.05167602576911152,0.056635831602794035,6.999999999999998,67.0,0,1,0,1,0,0,0,0
978,19,7,3133.9509999999996,22,11.99,34.99,535.79,1,24.99,24.99,24.99,4.0,1200.0,497.0,29.0,10.0,33.0,2.0,20.0,0.02472299013327939,0.012501562695336917,0.0,54.989999999999995,0,1,0,1,0,0,0,0
984,19,7,3815.897,53,3.0,89.99,817.77,3,9.99,39.99,74.97,5.0,2500.0,512.0,233.0,7.0,46.0,2.0,14.0,0.13246580775492367,0.07355615061654933,3.0999999999999996,11.959999999999999,0,1,0,1,0,0,0,0
986,19,7,1417.35,41,3.99,29.99,813.65,9,3.99,24.99,182.91,5.0,2700.0,492.0,173.0,14.0,43.0,2.0,5.0,0.07786140669608098,0.04784688995215311,4.0,19.86,0,1,0,1,0,0,0,0
991,19,7,1725.641,44,14.9,79.0,1016.4,2,19.99,19.99,39.98,1.0,600.0,541.0,201.0,0.0,42.0,2.0,256.0,0.0070140280561122245,0.002004008016032064,0.0,0.0,0,1,0,1,0,0,0,0
992,19,7,272.816,3,64.99,64.99,194.97,1,64.99,64.99,64.99,5.0,6800.0,511.0,224.0,18.0,60.0,2.0,16.0,0.06036536934074663,0.042875518079176785,20.0,49.96,0,1,0,1,0,0,0,0
996,19,7,3786.973,44,29.99,89.95,2329.39,1,49.99,49.99,49.99,5.0,2900.0,70.0,181.0,3.0,38.0,2.0,15.0,0.05098070782688025,0.07147962830593281,2.0,52.99,0,1,0,1,0,0,0,0
1005,19,7,2088.692,67,12.99,85.95,2001.62,12,12.99,85.95,401.55,5.0,2600.0,557.0,117.0,28.0,55.0,2.0,19.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,1,0,1,0,0,0,0
1006,19,7,106.919,1,14.99,14.99,14.99,1,14.99,14.99,14.99,5.0,4000.0,525.0,103.0,11.0,50.0,1.0,86.0,0.047971055536611164,0.053125553391181156,41.0,41.0,0,1,0,1,0,0,0,0
1020,19,7,1228.9180000000001,15,2.99,9.99,90.89,6,3.0,9.99,33.96,5.0,300.0,547.0,222.0,34.0,52.0,1.0,5.0,0.016680567139282735,0.016680567139282735,0.0,0.0,0,1,0,1,0,0,0,0
1025,19,7,533.026,4,3.99,15.99,51.96,1,15.99,15.99,15.99,5.0,4000.0,525.0,221.0,25.0,50.0,2.0,16.0,0.02924215136892175,0.02326431586293995,80.0,85.0,0,1,0,1,0,0,0,0
1027,19,7,1760.0770000000002,56,6.99,24.99,941.48,6,9.99,24.99,100.94,5.0,1500.0,432.0,10.0,21.0,21.0,2.0,6.0,0.0012504779719520894,0.001589825119236884,0.0,430.9000000000001,0,1,0,1,0,0,0,0
1036,19,7,117.85600000000001,5,4.99,24.9,59.78,2,4.99,24.9,29.89,2.0,600.0,557.0,240.0,8.0,39.0,1.0,18.0,0.05968756818301511,0.04765160161523,34.0,34.0,0,1,0,1,0,0,0,0
1060,19,7,2132.327,50,19.0,44.99,1422.52,9,24.99,29.99,244.91,1.0,600.0,70.0,31.0,2.0,30.0,2.0,348.0,0.007353265585246407,0.005128468126570593,285.0,285.0,0,1,0,1,0,0,0,0
1065,19,7,443.158,3,29.99,49.99,109.97,2,29.99,49.99,79.98,5.0,1500.0,535.0,221.0,9.0,46.0,2.0,55.0,0.03687515966712944,0.03744418301822469,20.000000000000004,22.000000000000004,0,1,0,1,0,0,0,0
1066,19,7,189.52900000000002,4,44.99,44.99,179.96,1,44.99,44.99,44.99,5.0,1800.0,579.0,220.0,27.0,51.0,2.0,6.0,0.04684056546544932,0.03288865135974018,86.0,86.0,0,1,0,1,0,0,0,0
1072,19,7,7644.8640000000005,95,3.99,149.99,2138.91,6,12.99,149.99,220.94,5.0,600.0,572.0,125.0,16.0,51.0,2.0,24.0,0.05646972303570724,0.052659294365455495,9.999999999999998,22.95,0,1,0,1,0,0,0,0
1075,19,7,906.952,19,169.99,181.95,2115.76,1,177.99,177.99,177.99,2.0,2900.0,524.0,114.0,36.0,44.0,2.0,25.0,0.06981615080288574,0.06981615080288574,9.999999999999998,9.999999999999998,0,1,0,1,0,0,0,0
1076,19,7,1325.39,20,7.99,199.99,1767.85,1,99.99,99.99,99.99,1.0,3000.0,511.0,218.0,50.0,44.0,2.0,111.0,0.0021847466590181855,0.04111278607646978,17.0,1544.99,0,1,0,0,1,0,0,0
1077,19,7,2023.75,52,11.9,99.95,3004.57,8,11.9,99.95,396.4,5.0,1700.0,511.0,50.0,6.0,33.0,2.0,13.0,0.038620290134929645,0.04784434639306788,14.999999999999998,44.96,0,1,0,1,0,0,0,0
1078,19,7,1533.135,23,0.0,14.99,224.83,10,0.0,14.99,99.92,4.0,600.0,570.0,208.0,6.0,33.0,2.0,87.0,0.049019004101338776,0.05002501250625313,14.999999999999998,40.0,0,1,0,1,0,0,0,0
1079,19,7,2922.5879999999997,56,3.99,150.0,2286.22,11,3.99,49.99,222.89,5.0,4000.0,544.0,115.0,24.0,45.0,2.0,8.0,0.009203272683766348,0.012122681537156019,120.00000000000001,250.0,0,1,0,1,0,0,0,0
1082,19,7,725.4730000000001,15,3.99,59.99,340.85,4,3.99,59.99,98.96,5.0,4000.0,565.0,116.0,43.0,49.0,2.0,15.0,0.016669444907484583,0.016669444907484583,0.0,0.0,0,1,0,1,0,0,0,0
1085,19,7,725.64,10,399.99,549.99,4949.9,2,499.99,549.99,1049.98,1.0,2400.0,495.0,150.0,24.0,33.0,2.0,16.0,0.006249046611065615,0.0035393044236377144,887.0,887.0,0,1,0,0,1,0,0,0
1091,19,7,2526.771,55,12.99,199.99,3763.45,5,29.99,199.99,539.95,2.0,1900.0,603.0,221.0,2.0,56.0,2.0,190.0,0.00853731416096496,0.008334027835652971,0.0,10.0,0,1,0,1,0,0,0,0
1095,19,7,2141.0370000000003,46,8.99,29.99,574.54,1,9.99,9.99,9.99,1.0,2900.0,533.0,133.0,24.0,37.0,2.0,28.0,0.08831521739130434,0.08008809690659725,24.04,24.04,0,1,0,0,1,0,0,0
1100,19,7,1029.643,17,3.99,34.99,272.83,3,16.99,34.99,81.97,1.0,9500.0,551.0,183.0,20.0,64.0,2.0,6.0,0.025006251562890724,0.02500625156289072,0.0,0.0,0,1,0,1,0,0,0,0
1104,19,7,1003.123,22,14.99,169.99,964.78,5,14.99,59.99,199.95,5.0,800.0,474.0,246.0,21.0,47.0,2.0,11.0,0.007215297773661142,0.04617515776512236,40.0,464.01,0,1,0,1,0,0,0,0
1114,19,7,1901.547,26,7.99,169.99,1972.74,2,89.99,99.99,189.98,1.0,12700.0,553.0,345.0,11.0,52.0,2.0,26.0,0.016669444907484583,0.016669444907484583,0.0,0.0,0,1,0,1,0,0,0,0
1119,19,7,671.237,2,32.99,34.99,67.98,2,32.99,34.99,67.98,2.0,800.0,491.0,325.0,19.0,65.0,1.0,45.0,0.0026738539861815226,0.002000040000800016,0.0,100.0,0,1,0,1,0,0,0,0
1120,19,7,1414.42,14,33.99,59.99,153.97,1,59.99,59.99,59.99,5.0,2300.0,483.0,234.0,17.0,40.0,2.0,55.0,0.018755600630743902,0.019358585532683745,45.0,45.0,0,1,0,1,0,0,0,0
1125,19,7,2138.381,168,5.99,69.99,2838.38,2,16.99,19.99,36.98,1.0,300.0,515.0,1.0,1.0,33.0,2.0,48.0,0.0043936446290575495,0.01710907351198586,298.99,998.0,0,1,0,1,0,0,0,0
