,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,cInterval,bInterval,new_user,onlineStatus_ n,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not determinable,availability_ mainly not orderable,availability_ mainly orderable,availability_ mixed,order_ y
1583,1584,9,5,24.436,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
1584,1585,9,5,547.534,12,5.0,34.99,114.98,2,5.0,5.0,10.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.09769259397097134,0.2,29.990000000000002,0.0,0,0,0,0,0,1,0,0,0,0,0
1585,1586,9,5,12347.597,3,29.99,29.99,89.97,2,29.99,29.99,59.98,1.0,900.0,598.0,355.0,2.0,59.0,1.0,38.0,0.03334444814938312,0.03334444814938312,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1586,1587,9,5,0.0,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1587,1588,9,5,1537.989,25,0.0,29.99,468.58,8,0.0,29.99,153.86,1.0,2200.0,485.0,43.0,11.0,56.0,2.0,11.0,0.05468000336857287,0.05055502191921305,29.99,29.99,0,0,1,0,1,0,0,0,0,0,1
1588,1589,9,5,324.704,17,29.99,79.99,809.83,2,29.99,29.99,59.98,1.0,600.0,495.0,213.0,8.0,52.0,1.0,20.0,0.019091963423217537,0.03334444814938313,50.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1589,1590,9,5,2112.631,88,24.99,149.95,6379.26,12,24.99,149.95,872.44,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.017237892718838833,0.01671061754526891,124.96,124.96,0,0,1,0,0,0,0,0,1,0,0
1590,1591,9,5,409.486,5,49.99,49.99,249.95,2,49.99,49.99,99.98,1.0,300.0,531.0,1.0,1.0,33.0,2.0,48.0,0.02000400080016003,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1591,1592,9,5,236.584,7,14.99,17.99,65.96,2,14.99,17.99,32.98,1.0,1800.0,516.0,104.0,1.0,32.0,2.0,102.0,0.09809691975671964,0.05885815185403179,2.9999999999999982,2.9999999999999982,0,0,0,0,0,1,0,0,0,0,0
1592,1593,9,5,33.174,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1593,1594,9,5,487.289,9,17.99,17.99,161.91,2,17.99,17.99,35.98,1.0,800.0,530.0,36.0,29.0,43.0,2.0,39.0,0.05558643690939411,0.05558643690939412,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1594,1595,9,5,575.467,16,9.99,149.99,535.87,6,9.99,149.99,252.94,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.027528857837181047,0.02080271643213281,140.0,140.0,0,0,1,0,1,0,0,0,0,0,1
1595,1596,9,5,1890.61,16,12.99,109.99,552.92,1,109.99,109.99,109.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0243842965130456,0.009091735612328395,97.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1596,1597,9,5,1986.094,24,9.99,19.99,297.79,1,19.99,19.99,19.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.08059370697471371,0.05002501250625313,9.999999999999998,0.0,0,0,0,0,0,1,0,0,0,0,0
1597,1598,9,5,9.202,2,99.99,99.99,199.98,1,99.99,99.99,99.99,1.0,600.0,406.0,14.0,4.0,36.0,1.0,449.0,0.010001000100010001,0.010001000100010001,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1598,1599,9,5,554.698,23,29.95,124.95,1198.9,1,49.95,49.95,49.95,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.019169057743753378,0.02002002002002002,95.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1599,1600,9,5,127.044,5,399.99,429.99,1229.97,1,399.99,399.99,399.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.004065139800157727,0.002500062501562539,30.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1600,1601,9,5,928.168,2,129.0,129.0,258.0,1,129.0,129.0,129.0,3.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.007751937984496124,0.007751937984496124,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1601,1602,9,5,978.54,5,3.0,20.0,37.97,1,4.99,4.99,4.99,1.0,600.0,80.0,49.0,0.0,48.0,2.0,18.0,0.1316829075585989,0.2004008016032064,17.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1602,1603,9,5,20.706999999999997,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1603,1604,9,5,649.446,25,5.0,14.9,162.1,5,5.95,14.9,50.2,1.0,600.0,476.0,20.0,7.0,41.0,1.0,65.0,0.14329580348004095,0.09457755359394703,9.9,8.95,0,0,0,0,0,1,0,0,0,0,0
1604,1605,9,5,3704.591,15,79.95,129.99,929.88,1,129.99,129.99,129.99,3.0,10000.0,529.0,53.0,183.0,54.0,1.0,10.0,0.0161311136920893,0.007692899453804138,50.040000000000006,0.0,0,0,1,0,1,0,0,0,0,0,0
1605,1606,9,5,2026.2420000000002,14,9.99,599.99,3305.86,2,129.99,599.99,729.98,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0038833443361422854,0.0025090235238876967,590.0,470.0,0,0,1,0,1,0,0,0,0,0,1
1606,1607,9,5,1448.719,15,49.95,99.95,999.37,2,49.95,59.95,109.9,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.014745844831581385,0.017662643508978507,50.0,10.0,0,0,0,0,0,1,0,0,0,0,0
1607,1608,9,5,4094.9829999999997,43,3.99,89.95,1042.47,8,3.99,47.99,169.92,5.0,1000.0,566.0,47.0,10.0,29.0,2.0,16.0,0.03548108478872951,0.04241715722281421,85.96000000000001,44.0,0,0,1,0,1,0,0,0,0,0,1
1608,1609,9,5,155.238,7,4.99,19.99,124.93,3,4.99,19.99,44.97,1.0,800.0,554.0,59.0,11.0,50.0,2.0,10.0,0.054315199679826176,0.06220082754144469,14.999999999999998,14.999999999999998,0,0,1,0,1,0,0,0,0,0,1
1609,1610,9,5,952.8489999999999,31,7.0,69.95,670.69,6,7.99,69.95,192.91,1.0,800.0,485.0,7.0,6.0,80.0,2.0,190.0,0.04571973800602308,0.030313528494716784,62.95,61.96,0,0,0,0,0,1,0,0,0,0,0
1610,1611,9,5,1170.705,33,19.99,134.99,1458.71,5,19.99,100.0,309.93,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.02030122670162345,0.014408545943156612,115.00000000000001,80.01,0,0,1,0,1,0,0,0,0,0,1
1611,1612,9,5,3556.0759999999996,65,4.0,129.95,1520.99,5,5.0,59.95,94.44,5.0,1100.0,483.0,172.0,9.0,49.0,2.0,27.0,0.0457781805963412,0.05224179738068168,125.94999999999999,54.95,0,0,1,0,1,0,0,0,0,0,1
1612,1613,9,5,13728.862,27,1.2,499.0,741.37,2,1.2,79.99,81.19,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03200931179979631,0.03641218594489622,497.8,78.78999999999999,0,0,1,0,1,0,0,0,0,0,0
1613,1614,9,5,5916.298000000001,158,4.99,54.99,3563.57,7,14.99,39.99,204.93,1.0,300.0,433.0,223.0,10.0,71.0,1.0,24.0,0.044582235183854436,0.03352018906229907,50.0,25.0,0,0,1,0,1,0,0,0,0,0,1
1614,1615,9,5,48.70399999999999,2,79.99,79.99,159.98,1,79.99,79.99,79.99,2.0,1000.0,545.0,80.0,9.0,38.0,2.0,98.0,0.012501562695336919,0.012501562695336919,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1615,1616,9,5,12485.714,41,2.49,49.99,690.46,20,2.49,49.99,331.01,5.0,5000.0,498.0,20.0,149.0,59.0,2.0,10.0,0.05991714217465592,0.06463354105774002,47.5,47.5,0,0,1,0,1,0,0,0,0,0,1
1616,1617,9,5,1280.435,9,9.99,39.99,197.92,1,29.99,29.99,29.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04547291835084883,0.03334444814938313,30.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1617,1618,9,5,3980.8309999999997,21,749.9,1059.9,18937.9,1,999.9,999.9,999.9,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0011088874690435577,0.0010001000100009999,310.0000000000001,0.0,0,0,1,0,1,0,0,0,0,0,1
1618,1619,9,5,296.35900000000004,7,12.99,29.99,138.94,2,17.99,29.99,47.98,1.0,3000.0,510.0,67.0,16.0,25.0,2.0,88.0,0.058538662125485606,0.04547521600727603,17.0,12.0,0,0,0,0,0,1,0,0,0,0,0
1619,1620,9,5,417.26599999999996,13,9.99,9.99,109.89,3,9.99,9.99,29.97,1.0,300.0,487.0,44.0,7.0,42.0,1.0,38.0,0.12512512512512514,0.1001001001001001,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1620,1621,9,5,1039.337,23,119.99,199.95,3079.61,2,119.99,119.99,239.98,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.007416860435331476,0.008334027835652971,79.96,0.0,0,0,1,0,1,0,0,0,0,0,0
1621,1622,9,5,49.917,7,9.99,14.99,87.93,1,14.99,14.99,14.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.07960877971113385,0.066711140760507,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1622,1623,9,5,532.203,8,12.99,29.99,204.74,3,12.99,29.99,72.38,5.0,8500.0,587.0,67.0,11.0,59.0,2.0,143.0,0.037978993687629324,0.04010235649085284,17.0,17.0,0,0,1,0,1,0,0,0,0,0,1
1623,1624,9,5,539.007,7,9.79,219.0,457.58,2,9.79,219.0,228.79,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.011165948323991157,0.0066995689943946946,209.21,209.21,0,0,0,0,0,1,0,0,0,0,0
1624,1625,9,5,114.421,1,39.99,39.99,39.99,1,39.99,39.99,39.99,5.0,300.0,466.0,1.0,1.0,33.0,1.0,38.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1625,1626,9,5,183.545,5,34.99,34.99,104.97,1,34.99,34.99,34.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04763265694960465,0.028579594169762787,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1626,1627,9,5,5367.897,22,24.99,239.99,2014.81,2,39.99,71.99,111.98,5.0,13000.0,522.0,103.0,21.0,65.0,2.0,18.0,0.010495580311130985,0.015498269359921475,215.0,31.999999999999993,0,0,1,0,1,0,0,0,0,0,1
1627,1628,9,5,1448.578,9,879.99,1099.99,3979.96,1,999.99,999.99,999.99,4.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.002261329259590549,0.0010000100001000011,220.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1628,1629,9,5,2977.449,200,1.0,49.99,1940.84,8,3.0,7.0,45.96,1.0,1300.0,478.0,67.0,21.0,58.0,2.0,22.0,0.09615989297781233,0.16762898118830322,48.99,4.0,0,0,0,0,0,1,0,0,0,0,1
1629,1630,9,5,12.046,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1630,1631,9,5,56.739,3,19.99,19.99,59.97,1,19.99,19.99,19.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05002501250625313,0.05002501250625313,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1631,1632,9,5,1348.7320000000002,26,9.99,329.0,1681.49,4,19.99,329.0,433.93,5.0,0.0,70.0,0.0,0.0,24.0,2.0,17.0,0.021217081737416762,0.014045328729206063,319.01,309.01,0,0,1,0,1,0,0,0,0,0,1
1632,1633,9,5,64.81,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1633,1634,9,5,23.186999999999998,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1634,1635,9,5,38.15,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.025006251562890724,0.025006251562890724,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1635,1636,9,5,2509.843,14,3.0,49.99,166.47,2,5.0,49.99,54.99,1.0,600.0,598.0,221.0,4.0,41.0,2.0,227.0,0.07795458608975506,0.03470025106652242,46.99,44.99,0,0,1,0,1,0,0,0,0,0,1
1636,1637,9,5,1786.146,24,14.99,59.99,504.88,2,49.99,54.99,104.98,1.0,0.0,70.0,0.0,0.0,49.0,2.0,17.0,0.03988026233785524,0.01908761213972132,45.0,5.0,0,0,1,0,1,0,0,0,0,0,1
1637,1638,9,5,320.84,13,14.99,79.99,349.91,1,24.99,24.99,24.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03715241061987368,0.040016006402561026,65.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1638,1639,9,5,10.046,2,899.99,899.99,1799.98,1,899.99,899.99,899.99,1.0,0.0,70.0,0.0,0.0,35.0,2.0,12.0,0.0011111234569272993,0.0011111234569272993,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1639,1640,9,5,6529.786999999999,177,4.99,79.99,2802.85,21,4.99,19.99,273.79,5.0,2600.0,496.0,96.0,62.0,44.0,2.0,14.0,0.05946623679025615,0.07274883722533866,75.0,14.999999999999998,0,0,1,0,1,0,0,0,0,0,1
1640,1641,9,5,5368.693,97,6.99,24.99,763.31,4,8.99,12.99,41.96,2.0,800.0,495.0,34.0,0.0,50.0,2.0,30.0,0.11689736801831285,0.09404809888485825,18.0,4.0,0,0,1,0,1,0,0,0,0,0,0
1641,1642,9,5,102.859,1,0.0,1.0,3.0,1,0.0,0.0,0.0,5.0,8500.0,614.0,25.0,12.0,24.0,2.0,179.0,inf,inf,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1642,1643,9,5,1610.775,51,14.99,29.99,1037.61,6,14.99,24.99,114.96,1.0,300.0,499.0,246.0,2.0,44.0,2.0,10.0,0.04958323735306575,0.05456486497172906,14.999999999999998,9.999999999999998,0,0,1,0,1,0,0,0,0,0,1
1643,1644,9,5,264.308,6,9.99,9.99,29.97,1,9.99,9.99,9.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.2002002002002002,0.10010010010010009,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1644,1645,9,5,1310.138,21,549.99,899.99,15649.79,4,749.99,749.99,2999.96,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0013463932713478422,0.0013333511113481516,350.0,0.0,0,0,1,1,0,0,0,0,0,0,0
1645,1646,9,5,1819.991,90,1.0,55.0,1289.38,4,9.99,24.99,57.96,1.0,1500.0,460.0,13.0,36.0,36.0,2.0,15.0,0.0800606552248856,0.07524454477050413,54.0,14.999999999999998,0,0,0,0,0,1,0,0,0,0,0
1646,1647,9,5,5571.075,73,19.99,139.99,1983.62,7,34.99,129.99,394.93,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03552445011111599,0.02074504341641229,120.00000000000001,95.0,0,0,0,0,0,1,0,0,0,0,0
1647,1648,9,5,8.221,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1648,1649,9,5,2029.888,13,4.99,21.95,154.54,3,15.95,15.95,31.9,1.0,0.0,70.0,0.0,0.0,19.0,1.0,14.0,0.08075108909998926,0.08520215416767143,16.96,0.0,0,0,1,0,1,0,0,0,0,0,1
1649,1650,9,5,1792.273,17,11.99,89.95,433.71,2,14.99,14.99,29.98,2.0,300.0,396.0,11.0,22.0,25.0,1.0,56.0,0.038359719453113526,0.066711140760507,77.96000000000001,0.0,0,0,1,0,1,0,0,0,0,0,0
1650,1651,9,5,491.381,32,14.99,34.99,693.14,2,24.95,26.99,51.94,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04557393171106128,0.03800836183960472,20.0,2.039999999999999,0,0,0,0,0,1,0,0,0,0,0
1651,1652,9,5,895.4780000000001,16,12.99,179.99,1195.91,2,12.99,179.99,192.98,5.0,2500.0,513.0,169.0,14.0,40.0,2.0,23.0,0.012831430004549326,0.009454675336954124,167.0,167.0,0,0,1,0,1,0,0,0,0,0,1
1652,1653,9,5,38.135999999999996,2,59.99,59.99,59.99,2,59.99,59.99,59.99,1.0,1600.0,500.0,29.0,13.0,47.0,2.0,13.0,0.029171528588098017,0.029171528588098017,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
1653,1654,9,5,1302.3519999999999,30,25.0,79.95,1503.8,2,25.0,54.95,79.95,1.0,300.0,576.0,3.0,1.0,28.0,2.0,101.0,0.019574727117561752,0.024191774796569167,54.95,29.950000000000003,0,0,1,0,1,0,0,0,0,0,0
1654,1655,9,5,959.842,20,699.0,999.0,12386.0,1,699.0,699.0,699.0,1.0,2800.0,465.0,206.0,3.0,44.0,2.0,347.0,0.0016147263038914905,0.001430615164520744,300.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1655,1656,9,5,5831.995,47,4.99,34.99,413.74,5,4.99,17.99,32.97,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.1355601013647605,0.1699172576832151,30.0,12.999999999999998,0,0,1,0,1,0,0,0,0,0,0
1656,1657,9,5,535.382,8,79.99,199.99,999.92,1,99.99,99.99,99.99,5.0,8500.0,544.0,218.0,10.0,57.0,2.0,68.0,0.008000640051204096,0.010001000100010001,120.00000000000001,0.0,0,0,1,0,1,0,0,0,0,0,1
1657,1658,9,5,5.206,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
1658,1659,9,5,12329.84,22,12.99,799.99,4995.85,5,12.99,799.99,2442.95,4.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005599857075207493,0.0024089949223152084,787.0,787.0,0,0,1,0,1,0,0,0,0,0,0
1659,1660,9,5,1038.089,26,12.99,49.99,633.76,0,0.0,0.0,0.0,5.0,300.0,566.0,143.0,6.0,37.0,2.0,21.0,0.04102499368846251,0.0,37.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1660,1661,9,5,9311.863000000001,197,29.99,195.0,5807.66,14,49.99,99.95,1149.5,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.041097132146929845,0.012722312310553664,165.01,49.96,0,0,1,0,1,0,0,0,0,0,1
1661,1662,9,5,25.77,3,15.99,15.99,47.97,1,15.99,15.99,15.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.06253908692933083,0.06253908692933083,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1662,1663,9,5,589.703,30,39.99,150.0,2024.46,4,39.99,64.99,199.96,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.01531238254706569,0.021510002151000216,110.00999999999999,24.999999999999993,0,0,0,0,0,1,0,0,0,0,0
1663,1664,9,5,2556.924,58,7.0,29.99,911.46,12,7.0,29.99,183.89,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.06276032094930799,0.06440753870113143,22.99,22.99,0,0,1,0,1,0,0,0,0,0,1
1664,1665,9,5,62.763000000000005,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1665,1666,9,5,853.5310000000001,22,19.99,64.99,984.8,4,19.99,64.99,184.96,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.023284311642665693,0.022426553038797935,45.0,45.0,0,0,1,0,1,0,0,0,0,0,1
1666,1667,9,5,0.0,1,9.99,9.99,9.99,1,9.99,9.99,9.99,1.0,300.0,389.0,355.0,9.0,50.0,2.0,200.0,0.10010010010010009,0.10010010010010009,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1667,1668,9,5,6773.785,28,9.99,169.95,1362.27,4,9.99,75.95,150.93,1.0,800.0,449.0,1.0,1.0,26.0,1.0,29.0,0.02038068924186039,0.02638040544653909,159.95999999999998,65.96000000000001,0,0,1,0,1,0,0,0,0,0,0
1668,1669,9,5,906.1260000000001,7,17.99,29.99,173.93,7,17.99,29.99,173.93,1.0,1500.0,511.0,156.0,3.0,42.0,2.0,66.0,0.03868899574421046,0.03868899574421046,12.0,12.0,0,0,1,0,1,0,0,0,0,0,1
1669,1670,9,5,1340.05,5,49.99,49.99,199.96,2,49.99,49.99,99.98,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.02533840101353604,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1670,1671,9,5,2801.1009999999997,39,4.95,34.99,391.27,6,4.95,14.95,50.74,1.0,600.0,453.0,111.0,11.0,40.0,1.0,21.0,0.11394527371282537,0.12173311892273703,30.040000000000003,10.0,0,0,1,0,1,0,0,0,0,0,1
1671,1672,9,5,1283.877,5,39.99,39.99,79.98,1,39.99,39.99,39.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0625156289072268,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1672,1673,9,5,332.673,7,299.99,699.99,3999.93,1,699.99,699.99,699.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.001750030625535947,0.0014285918370262431,400.0,0.0,0,0,1,1,0,0,0,0,0,0,0
1673,1674,9,5,23.331999999999997,3,4.99,4.99,9.98,1,4.99,4.99,4.99,1.0,300.0,567.0,1.0,3.0,49.0,1.0,69.0,0.3006012024048096,0.2004008016032064,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1
1674,1675,9,5,246.408,10,29.99,54.99,419.9,4,29.99,54.99,164.96,1.0,1400.0,455.0,180.0,11.0,39.0,2.0,26.0,0.02347489716974392,0.02384674491931851,25.000000000000004,25.000000000000004,0,0,1,0,1,0,0,0,0,0,0
1675,1676,9,5,152.149,3,1039.99,1039.99,3119.97,1,1039.99,1039.99,1039.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0009615477071894923,0.0009615477071894922,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0
1676,1677,9,5,1063.268,19,7.0,29.99,358.91,2,12.99,15.0,27.99,1.0,2300.0,573.0,223.0,6.0,47.0,2.0,49.0,0.051833003486947506,0.07128895021271701,22.99,2.01,0,0,1,0,1,0,0,0,0,0,1
1677,1678,9,5,2744.4840000000004,92,2.99,44.99,568.98,5,3.0,20.0,34.0,1.0,600.0,569.0,36.0,10.0,46.0,2.0,98.0,0.16397735601013047,0.15151515151515152,42.0,17.0,0,0,1,0,1,0,0,0,0,0,1
1678,1679,9,5,1690.455,13,4.99,39.99,211.87,13,4.99,39.99,211.87,5.0,4500.0,507.0,40.0,73.0,43.0,2.0,11.0,0.0625159526654361,0.0625159526654361,35.0,35.0,0,0,1,0,1,0,0,0,0,0,1
1679,1680,9,5,2163.772,49,7.95,89.99,864.26,15,7.95,34.99,258.77,1.0,4000.0,70.0,45.0,5.0,28.0,2.0,287.0,0.0555428453541716,0.05800551809015571,82.03999999999999,27.040000000000003,0,0,1,0,1,0,0,0,0,0,1
1680,1681,9,5,12.915,2,9.99,9.99,19.98,1,9.99,9.99,9.99,1.0,800.0,493.0,3.0,4.0,69.0,2.0,18.0,0.10010010010010009,0.10010010010010009,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1681,1682,9,5,65.244,2,119.99,119.99,239.98,1,119.99,119.99,119.99,1.0,1000.0,451.0,5.0,0.0,33.0,1.0,31.0,0.008334027835652971,0.008334027835652971,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1682,1683,9,5,312.015,7,59.95,59.95,359.7,1,59.95,59.95,59.95,1.0,800.0,566.0,36.0,3.0,24.0,1.0,268.0,0.019460661662496527,0.016680567139282735,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1683,1684,9,5,96.00399999999999,3,59.95,59.95,179.85,1,59.95,59.95,59.95,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.016680567139282735,0.016680567139282735,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1684,1685,9,5,1116.184,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,300.0,464.0,0.0,0.0,44.0,2.0,28.0,0.025006251562890724,0.025006251562890724,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
1685,1686,9,5,71.421,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1686,1687,9,5,3754.927,19,7.99,14.99,139.89,2,11.99,12.99,24.98,3.0,2400.0,516.0,174.0,23.0,40.0,2.0,14.0,0.15266312337442045,0.08052455999079719,7.0,1.0,0,0,1,0,1,0,0,0,0,0,0
1687,1688,9,5,2396.073,9,4.99,9.99,64.93,4,9.99,9.99,39.96,5.0,1700.0,70.0,102.0,0.0,52.0,2.0,493.0,0.1403661172083562,0.10010010010010002,5.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1688,1689,9,5,2223.778,41,6.99,34.99,675.84,25,6.99,34.99,445.1,5.0,1700.0,585.0,94.0,5.0,46.0,1.0,102.0,0.06608855499210302,0.05695133425549031,28.0,28.0,0,0,1,0,1,0,0,0,0,0,1
1689,1690,9,5,150.80700000000002,16,6.99,139.99,675.67,16,6.99,139.99,675.67,5.0,5000.0,497.0,155.0,86.0,55.0,2.0,26.0,0.02663122937744175,0.02663122937744175,133.0,133.0,0,0,1,0,1,0,0,0,0,0,1
1690,1691,9,5,28.124000000000002,3,9.99,9.99,19.98,1,9.99,9.99,9.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.15015015015015015,0.10010010010010009,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1691,1692,9,5,71.428,1,22.99,22.99,22.99,1,22.99,22.99,22.99,5.0,5000.0,488.0,138.0,2.0,41.0,1.0,12.0,0.04349717268377556,0.04349717268377556,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1692,1693,9,5,1359.604,43,9.99,99.99,2214.59,7,19.99,99.99,379.93,1.0,700.0,566.0,133.0,1.0,50.0,1.0,158.0,0.01954293314905016,0.01765017356004001,90.0,80.0,0,0,1,0,1,0,0,0,0,0,0
