,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,order,cMedPrice,bMedPrice,cInterval,bInterval,new_user
1313,1314,8,5,1914.194,11,29.0,59.95,198.89,2,59.95,59.95,119.9,5.0,y,completely orderable,618,2200.0,526.0,214.0,19.0,46.0,2.0,22.0,y,18.08090909090909,59.95,30.950000000000003,0.0,0
1315,1316,8,5,72.30199999999999,1,29.99,29.99,29.99,1,29.99,29.99,29.99,1.0,y,desconhecida,620,600.0,500.0,37.0,12.0,37.0,2.0,39.0,n,29.99,29.99,0.0,0.0,0
1317,1318,8,5,2554.533,98,8.9,69.99,1912.66,3,15.0,29.99,44.99,1.0,y,desconhecida,621,7000.0,522.0,33.0,14.0,30.0,2.0,11.0,y,19.516938775510205,14.996666666666668,61.089999999999996,14.989999999999998,0
1318,1319,8,5,1723.7939999999999,5,24.99,59.99,194.95,1,59.99,59.99,59.99,2.0,y,completely orderable,622,4000.0,554.0,221.0,23.0,53.0,2.0,17.0,y,38.989999999999995,59.99,35.0,0.0,0
1327,1328,8,5,193.09900000000002,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5.0,y,completely orderable,627,600.0,461.0,62.0,15.0,33.0,2.0,24.0,y,59.99,59.99,0.0,0.0,0
1328,1329,8,5,15.825999999999999,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,y,desconhecida,628,8500.0,459.0,127.0,12.0,30.0,2.0,36.0,n,39.99,39.99,0.0,0.0,0
1331,1332,8,5,276.075,6,99.99,750.0,3599.99,2,750.0,750.0,1500.0,4.0,y,completely orderable,629,800.0,500.0,19.0,2.0,38.0,1.0,32.0,n,599.9983333333333,750.0,650.01,0.0,0
1336,1337,8,5,504.16900000000004,5,34.99,999.0,1193.97,1,79.99,79.99,79.99,3.0,y,completely orderable,632,2800.0,493.0,233.0,11.0,48.0,1.0,13.0,n,238.794,79.99,964.01,0.0,0
1347,1348,8,5,475.39599999999996,6,149.99,149.99,449.97,1,149.99,149.99,149.99,5.0,y,completely orderable,636,8500.0,536.0,139.0,19.0,44.0,1.0,28.0,y,74.995,149.99,0.0,0.0,0
1352,1353,8,5,1606.381,48,299.99,1049.99,26306.55,1,529.99,529.99,529.99,5.0,y,completely orderable,638,300.0,474.0,10.0,14.0,36.0,1.0,31.0,y,548.053125,529.99,750.0,0.0,0
1353,1354,8,5,16205.707,57,7.99,49.99,651.45,11,7.99,22.99,158.29,5.0,y,completely orderable,639,2900.0,484.0,105.0,6.0,36.0,2.0,45.0,y,11.428947368421053,14.389999999999999,42.0,14.999999999999998,0
1354,1355,8,5,42.465,3,34.99,34.99,104.97,1,34.99,34.99,34.99,4.0,y,completely orderable,640,1100.0,545.0,58.0,313.0,28.0,2.0,14.0,n,34.99,34.99,0.0,0.0,0
1358,1359,8,5,8342.295,59,4.99,79.99,1006.73,11,4.99,79.99,294.94,1.0,y,completely orderable,642,1000.0,574.0,49.0,24.0,39.0,1.0,18.0,n,17.06322033898305,26.812727272727273,75.0,75.0,0
1369,1370,8,5,3710.632,68,5.0,79.99,3366.76,2,59.99,79.95,139.94,5.0,y,completely orderable,647,1500.0,598.0,345.0,7.0,52.0,2.0,145.0,y,49.51117647058824,69.97,74.99,19.96,0
1370,1371,8,5,995.435,18,12.99,49.99,148.93,2,12.99,19.99,32.98,5.0,y,completely orderable,648,4000.0,499.0,86.0,18.0,30.0,2.0,11.0,y,8.273888888888889,16.49,37.0,6.999999999999998,0
1372,1373,8,5,1469.105,34,6.99,9.99,292.66,11,7.99,9.99,96.89,1.0,y,completely orderable,649,9000.0,560.0,451.0,10.0,59.0,2.0,45.0,n,8.607647058823531,8.808181818181819,3.0,2.0,0
1374,1375,8,5,910.7739999999999,22,5.99,549.99,1844.6,4,18.99,79.95,198.88,5.0,y,completely orderable,650,6000.0,552.0,361.0,13.0,52.0,2.0,13.0,y,83.84545454545454,49.72,544.0,60.96000000000001,0
1375,1376,8,5,1863.54,47,3.0,199.99,2377.48,6,4.99,149.99,229.95,5.0,y,completely orderable,651,4000.0,548.0,194.0,4.0,39.0,1.0,55.0,y,50.58468085106383,38.324999999999996,196.99,145.0,0
1380,1381,8,5,2872.0290000000005,31,1.99,12.99,151.76,6,1.99,4.99,24.94,5.0,y,completely orderable,652,6000.0,520.0,58.0,41.0,48.0,1.0,10.0,y,4.895483870967742,4.156666666666667,11.0,3.0,0
1381,1382,8,5,4192.509,15,9.99,14.99,162.82,2,9.99,12.99,22.98,5.0,y,completely orderable,653,2700.0,518.0,149.0,10.0,44.0,2.0,38.0,y,10.854666666666667,11.49,5.0,3.0,0
1382,1383,8,5,355.084,4,19.99,19.99,39.98,1,19.99,19.99,19.99,1.0,y,desconhecida,654,900.0,545.0,98.0,15.0,28.0,2.0,13.0,n,9.995,19.99,0.0,0.0,0
1383,1384,8,5,520.487,20,3.99,27.99,111.85,4,5.99,7.99,25.96,1.0,y,completely orderable,655,200.0,407.0,148.0,11.0,44.0,2.0,20.0,n,5.592499999999999,6.49,24.0,2.0,0
1385,1386,8,5,292.07099999999997,6,7.99,7.99,47.94,1,7.99,7.99,7.99,3.0,y,completely orderable,657,4000.0,595.0,276.0,18.0,42.0,2.0,24.0,n,7.989999999999999,7.99,0.0,0.0,0
1389,1390,8,5,196.178,3,179.99,179.99,539.97,1,179.99,179.99,179.99,5.0,y,completely orderable,660,500.0,420.0,11.0,3.0,39.0,1.0,179.0,y,179.99,179.99,0.0,0.0,0
1396,1397,9,5,2861.71,14,13.99,39.99,321.91,2,16.0,39.99,55.99,1.0,y,mixed,665,5000.0,495.0,84.0,51.0,60.0,2.0,49.0,n,22.993571428571432,27.995,26.0,23.990000000000002,0
1398,1399,9,5,558.085,2,10.99,10.99,21.98,2,10.99,10.99,21.98,5.0,y,completely orderable,667,5000.0,481.0,35.0,25.0,29.0,1.0,11.0,y,10.99,10.99,0.0,0.0,0
1405,1406,9,5,104.73,2,499.99,499.99,999.98,1,499.99,499.99,499.99,5.0,y,completely orderable,672,0.0,405.0,6.0,6.0,26.0,1.0,220.0,n,499.99,499.99,0.0,0.0,0
1409,1410,9,5,1778.8729999999998,33,3.99,69.99,312.17,3,6.99,34.99,48.97,1.0,y,completely orderable,676,4000.0,557.0,219.0,5.0,43.0,2.0,45.0,n,9.45969696969697,16.323333333333334,66.0,28.0,0
1410,1411,9,5,508.89099999999996,3,999.99,999.99,999.99,1,999.99,999.99,999.99,1.0,y,completely orderable,677,3000.0,543.0,451.0,14.0,62.0,2.0,12.0,n,333.33,999.99,0.0,0.0,0
1411,1412,9,5,1067.016,25,10.99,49.99,557.75,3,10.99,49.99,75.97,1.0,y,desconhecida,678,800.0,524.0,13.0,19.0,58.0,2.0,29.0,n,22.31,25.323333333333334,39.0,39.0,0
1416,1417,9,5,1092.218,16,12.99,39.99,272.87,2,19.99,39.99,59.98,5.0,y,completely orderable,681,600.0,481.0,42.0,11.0,53.0,2.0,15.0,y,17.054375,29.99,27.0,20.000000000000004,0
1419,1420,9,5,2532.1679999999997,48,4.99,24.99,375.65,2,4.99,24.99,29.98,1.0,y,completely orderable,683,1300.0,611.0,220.0,2.0,44.0,2.0,61.0,n,7.826041666666666,14.99,20.0,20.0,0
1425,1426,9,5,2360.652,48,69.99,299.99,8557.54,5,69.99,219.99,829.95,5.0,y,completely orderable,685,300.0,442.0,109.0,12.0,44.0,2.0,18.0,y,178.28208333333336,165.99,230.0,150.0,0
1428,1429,9,5,5075.49,198,3.99,89.95,6584.55,10,3.99,89.95,443.51,1.0,y,completely orderable,687,3000.0,508.0,445.0,16.0,78.0,2.0,13.0,y,33.25530303030303,44.351,85.96000000000001,85.96000000000001,0
1430,1431,9,5,490.51,11,9.99,59.99,129.97,1,59.99,59.99,59.99,4.0,y,completely orderable,688,300.0,469.0,14.0,10.0,38.0,2.0,16.0,n,11.815454545454545,59.99,50.0,0.0,0
1432,1433,9,5,25.673000000000002,1,19.95,19.95,19.95,1,19.95,19.95,19.95,1.0,y,desconhecida,690,2500.0,551.0,415.0,10.0,57.0,2.0,13.0,n,19.95,19.95,0.0,0.0,0
1438,1439,9,5,1877.705,13,3.99,19.99,197.88,1,3.99,3.99,3.99,5.0,n,completely not determinable,693,5000.0,534.0,272.0,11.0,70.0,2.0,54.0,y,15.221538461538461,3.99,15.999999999999998,0.0,0
1445,1446,9,5,568.2769999999999,8,9.99,9.99,79.92,1,9.99,9.99,9.99,4.0,y,completely orderable,697,300.0,384.0,0.0,0.0,27.0,2.0,27.0,n,9.99,9.99,0.0,0.0,0
1457,1458,9,5,152.442,1,39.99,39.99,39.99,1,39.99,39.99,39.99,5.0,y,completely orderable,701,200.0,445.0,180.0,6.0,44.0,2.0,10.0,y,39.99,39.99,0.0,0.0,0
1467,1468,9,5,577.556,13,10.99,699.99,1312.9,1,129.99,129.99,129.99,5.0,y,completely orderable,706,2500.0,585.0,220.0,15.0,68.0,2.0,11.0,y,100.9923076923077,129.99,689.0,0.0,0
1472,1473,9,5,1522.54,11,16.8,599.0,1907.35,4,16.8,599.0,735.78,1.0,y,desconhecida,709,300.0,481.0,17.0,6.0,25.0,2.0,16.0,n,173.39545454545453,183.945,582.2,582.2,0
1473,1474,9,5,2336.161,18,25.2,34.99,531.92,4,25.2,34.99,120.38,5.0,y,completely orderable,710,7700.0,511.0,223.0,18.0,46.0,2.0,11.0,y,29.55111111111111,30.095,9.790000000000003,9.790000000000003,0
1475,1476,9,5,48.873000000000005,2,89.99,89.99,179.98,1,89.99,89.99,89.99,1.0,y,desconhecida,711,4000.0,558.0,175.0,6.0,46.0,2.0,50.0,n,89.99,89.99,0.0,0.0,0
1480,1481,9,5,223.597,4,729.99,729.99,2189.97,1,729.99,729.99,729.99,5.0,y,completely orderable,713,300.0,430.0,75.0,15.0,49.0,2.0,29.0,y,547.4925,729.99,0.0,0.0,0
1483,1484,9,5,920.6560000000001,3,349.99,349.99,1049.97,1,349.99,349.99,349.99,1.0,y,completely not orderable,714,1800.0,80.0,222.0,0.0,44.0,2.0,54.0,n,349.99,349.99,0.0,0.0,0
1487,1488,9,5,609.755,16,9.99,22.99,309.84,3,16.99,22.99,59.97,5.0,y,completely orderable,716,2500.0,546.0,133.0,20.0,51.0,1.0,17.0,y,19.365,19.99,12.999999999999998,6.0,0
1488,1489,9,5,446.526,6,9.99,19.99,94.94,2,14.99,19.99,34.98,5.0,y,completely orderable,717,2000.0,497.0,100.0,21.0,28.0,2.0,31.0,y,15.823333333333332,17.49,9.999999999999998,4.999999999999998,0
1489,1490,9,5,43.013999999999996,2,34.99,34.99,69.98,1,34.99,34.99,34.99,1.0,y,completely orderable,718,10000.0,533.0,69.0,83.0,59.0,1.0,10.0,n,34.99,34.99,0.0,0.0,0
1491,1492,9,5,2281.158,21,3.99,24.99,204.8,1,7.99,7.99,7.99,3.0,y,completely orderable,720,500.0,400.0,47.0,10.0,47.0,2.0,171.0,n,9.752380952380953,7.99,21.0,0.0,0
1492,1493,9,5,616.8580000000001,8,3.99,29.95,137.68,8,3.99,29.95,137.68,5.0,y,completely orderable,721,4000.0,543.0,306.0,7.0,57.0,1.0,246.0,y,17.21,17.21,25.96,25.96,0
1495,1496,9,5,3288.018,23,5.0,17.99,189.9,1,14.99,14.99,14.99,1.0,y,completely orderable,722,600.0,70.0,269.0,1.0,46.0,2.0,319.0,n,8.256521739130434,14.99,12.989999999999998,0.0,0
1496,1497,9,5,620.6030000000001,5,599.99,849.99,3649.95,1,599.99,599.99,599.99,5.0,y,completely orderable,723,1400.0,562.0,63.0,12.0,43.0,2.0,138.0,y,729.99,599.99,250.0,0.0,0
1499,1500,9,5,7881.18,16,9.99,39.99,286.86,9,9.99,39.99,181.91,5.0,y,completely orderable,726,30000.0,529.0,60.0,102.0,41.0,2.0,10.0,y,17.92875,20.212222222222223,30.0,30.0,0
1511,1512,9,5,1394.662,41,4.5,29.95,413.53,3,9.99,15.99,37.88,5.0,y,completely orderable,731,5000.0,522.0,204.0,27.0,47.0,1.0,21.0,y,10.08609756097561,12.626666666666667,25.45,6.0,0
1514,1515,9,5,2.562,1,22.99,22.99,22.99,1,22.99,22.99,22.99,1.0,y,completely not orderable,733,5000.0,487.0,134.0,32.0,34.0,2.0,10.0,n,22.99,22.99,0.0,0.0,0
1516,1517,9,5,2818.887,21,4.99,39.99,322.52,11,4.99,39.99,172.83,5.0,y,completely orderable,734,300.0,405.0,11.0,10.0,37.0,2.0,17.0,y,15.358095238095236,15.711818181818183,35.0,35.0,0
1520,1521,9,5,6258.241999999999,92,4.99,199.95,4448.22,6,17.99,49.99,172.94,2.0,y,completely orderable,736,600.0,510.0,83.0,6.0,45.0,2.0,59.0,n,48.35021739130435,28.823333333333334,194.95999999999998,32.0,0
1532,1533,9,5,918.51,19,19.99,59.95,711.77,9,19.99,59.95,301.87,1.0,y,completely orderable,741,2700.0,478.0,115.0,11.0,60.0,2.0,98.0,n,37.46157894736842,33.541111111111114,39.96000000000001,39.96000000000001,0
1535,1536,9,5,12508.52,98,1.0,20.0,914.9,7,4.0,15.0,66.99,1.0,y,completely not orderable,743,5500.0,534.0,215.0,92.0,39.0,2.0,12.0,n,9.335714285714285,9.569999999999999,19.0,11.0,0
1536,1537,9,5,189.41099999999997,5,49.95,74.95,299.75,2,49.95,74.95,124.9,1.0,y,completely orderable,744,600.0,565.0,12.0,10.0,44.0,2.0,187.0,n,59.95,62.45,25.0,25.0,0
1547,1548,9,5,2312.242,68,8.0,69.99,1250.9,7,9.99,39.99,133.43,5.0,y,completely orderable,748,2500.0,548.0,209.0,15.0,55.0,2.0,14.0,y,18.39558823529412,19.06142857142857,61.989999999999995,30.0,0
1556,1557,9,5,3461.073,4,39.99,44.99,169.96,2,39.99,44.99,84.98,2.0,y,completely orderable,752,1400.0,436.0,24.0,8.0,30.0,2.0,14.0,n,42.49,42.49,5.0,5.0,0
1558,1559,9,5,1360.8310000000001,33,1.99,49.99,420.61,8,1.99,49.99,105.88,5.0,y,completely orderable,753,2500.0,525.0,153.0,10.0,46.0,1.0,36.0,y,12.745757575757576,13.235,48.0,48.0,0
1563,1564,9,5,7307.775,5,39.99,39.99,39.99,1,39.99,39.99,39.99,5.0,y,completely orderable,755,5000.0,566.0,121.0,94.0,60.0,2.0,15.0,y,7.998,39.99,0.0,0.0,0
1573,1574,9,5,104.696,4,3.99,19.99,43.96,4,3.99,19.99,43.96,5.0,y,completely orderable,759,5000.0,553.0,53.0,109.0,57.0,1.0,10.0,y,10.99,10.99,15.999999999999998,15.999999999999998,0
1577,1578,9,5,297.849,3,39.99,39.99,119.97,1,39.99,39.99,39.99,1.0,y,desconhecida,762,8500.0,531.0,96.0,15.0,37.0,2.0,30.0,n,39.99,39.99,0.0,0.0,0
1581,1582,9,5,331.958,2,39.99,39.99,79.98,2,39.99,39.99,79.98,5.0,y,completely orderable,764,2500.0,566.0,332.0,75.0,49.0,1.0,10.0,y,39.99,39.99,0.0,0.0,0
1588,1589,9,5,324.704,17,29.99,79.99,809.83,2,29.99,29.99,59.98,1.0,y,completely orderable,767,600.0,495.0,213.0,8.0,52.0,1.0,20.0,n,47.637058823529415,29.99,50.0,0.0,0
1604,1605,9,5,3704.591,15,79.95,129.99,929.88,1,129.99,129.99,129.99,3.0,y,completely orderable,774,10000.0,529.0,53.0,183.0,54.0,1.0,10.0,n,61.992,129.99,50.040000000000006,0.0,0
1607,1608,9,5,4094.9829999999997,43,3.99,89.95,1042.47,8,3.99,47.99,169.92,5.0,y,completely orderable,775,1000.0,566.0,47.0,10.0,29.0,2.0,16.0,y,24.243488372093022,21.24,85.96000000000001,44.0,0
1611,1612,9,5,3556.0759999999996,65,4.0,129.95,1520.99,5,5.0,59.95,94.44,5.0,y,completely orderable,778,1100.0,483.0,172.0,9.0,49.0,2.0,27.0,y,23.399846153846156,18.887999999999998,125.94999999999999,54.95,0
1614,1615,9,5,48.70399999999999,2,79.99,79.99,159.98,1,79.99,79.99,79.99,2.0,y,completely orderable,417,1000.0,545.0,80.0,9.0,38.0,2.0,98.0,n,79.99,79.99,0.0,0.0,0
1615,1616,9,5,12485.714,41,2.49,49.99,690.46,20,2.49,49.99,331.01,5.0,y,completely orderable,780,5000.0,498.0,20.0,149.0,59.0,2.0,10.0,y,16.840487804878048,16.5505,47.5,47.5,0
1622,1623,9,5,532.203,8,12.99,29.99,204.74,3,12.99,29.99,72.38,5.0,y,completely orderable,783,8500.0,587.0,67.0,11.0,59.0,2.0,143.0,y,25.5925,24.126666666666665,17.0,17.0,0
1624,1625,9,5,114.421,1,39.99,39.99,39.99,1,39.99,39.99,39.99,5.0,y,completely orderable,784,300.0,466.0,1.0,1.0,33.0,1.0,38.0,y,39.99,39.99,0.0,0.0,0
1626,1627,9,5,5367.897,22,24.99,239.99,2014.81,2,39.99,71.99,111.98,5.0,y,completely orderable,785,13000.0,522.0,103.0,21.0,65.0,2.0,18.0,y,91.58227272727272,55.99,215.0,31.999999999999993,0
1639,1640,9,5,6529.786999999999,177,4.99,79.99,2802.85,21,4.99,19.99,273.79,5.0,y,completely orderable,791,2600.0,496.0,96.0,62.0,44.0,2.0,14.0,y,15.835310734463276,13.03761904761905,75.0,14.999999999999998,0
1640,1641,9,5,5368.693,97,6.99,24.99,763.31,4,8.99,12.99,41.96,2.0,y,completely orderable,792,800.0,495.0,34.0,0.0,50.0,2.0,30.0,n,7.869175257731958,10.49,18.0,4.0,0
1649,1650,9,5,1792.273,17,11.99,89.95,433.71,2,14.99,14.99,29.98,2.0,y,completely orderable,797,300.0,396.0,11.0,22.0,25.0,1.0,56.0,n,25.51235294117647,14.99,77.96000000000001,0.0,0
1651,1652,9,5,895.4780000000001,16,12.99,179.99,1195.91,2,12.99,179.99,192.98,5.0,y,completely orderable,798,2500.0,513.0,169.0,14.0,40.0,2.0,23.0,y,74.744375,96.49,167.0,167.0,0
1652,1653,9,5,38.135999999999996,2,59.99,59.99,59.99,2,59.99,59.99,59.99,1.0,y,desconhecida,799,1600.0,500.0,29.0,13.0,47.0,2.0,13.0,n,29.995,29.995,0.0,0.0,0
1653,1654,9,5,1302.3519999999999,30,25.0,79.95,1503.8,2,25.0,54.95,79.95,1.0,y,completely orderable,800,300.0,576.0,3.0,1.0,28.0,2.0,101.0,n,50.126666666666665,39.975,54.95,29.950000000000003,0
1656,1657,9,5,535.382,8,79.99,199.99,999.92,1,99.99,99.99,99.99,5.0,y,completely orderable,802,8500.0,544.0,218.0,10.0,57.0,2.0,68.0,y,124.99,99.99,120.00000000000001,0.0,0
1667,1668,9,5,6773.785,28,9.99,169.95,1362.27,4,9.99,75.95,150.93,1.0,y,completely orderable,805,800.0,449.0,1.0,1.0,26.0,1.0,29.0,n,48.652499999999996,37.7325,159.95999999999998,65.96000000000001,0
1674,1675,9,5,246.408,10,29.99,54.99,419.9,4,29.99,54.99,164.96,1.0,y,completely orderable,809,1400.0,455.0,180.0,11.0,39.0,2.0,26.0,n,41.989999999999995,41.24,25.000000000000004,25.000000000000004,0
1678,1679,9,5,1690.455,13,4.99,39.99,211.87,13,4.99,39.99,211.87,5.0,y,completely orderable,812,4500.0,507.0,40.0,73.0,43.0,2.0,11.0,y,16.29769230769231,16.29769230769231,35.0,35.0,0
1681,1682,9,5,65.244,2,119.99,119.99,239.98,1,119.99,119.99,119.99,1.0,y,completely orderable,815,1000.0,451.0,5.0,0.0,33.0,1.0,31.0,n,119.99,119.99,0.0,0.0,0
1684,1685,9,5,1116.184,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,y,desconhecida,817,300.0,464.0,0.0,0.0,44.0,2.0,28.0,n,39.99,39.99,0.0,0.0,0
1686,1687,9,5,3754.927,19,7.99,14.99,139.89,2,11.99,12.99,24.98,3.0,y,completely orderable,818,2400.0,516.0,174.0,23.0,40.0,2.0,14.0,n,7.362631578947368,12.49,7.0,1.0,0
1687,1688,9,5,2396.073,9,4.99,9.99,64.93,4,9.99,9.99,39.96,5.0,y,completely orderable,819,1700.0,70.0,102.0,0.0,52.0,2.0,493.0,y,7.214444444444445,9.99,5.0,0.0,0
1688,1689,9,5,2223.778,41,6.99,34.99,675.84,25,6.99,34.99,445.1,5.0,y,completely orderable,820,1700.0,585.0,94.0,5.0,46.0,1.0,102.0,y,16.48390243902439,17.804000000000002,28.0,28.0,0
1689,1690,9,5,150.80700000000002,16,6.99,139.99,675.67,16,6.99,139.99,675.67,5.0,y,completely orderable,821,5000.0,497.0,155.0,86.0,55.0,2.0,26.0,y,42.229375,42.229375,133.0,133.0,0
1691,1692,9,5,71.428,1,22.99,22.99,22.99,1,22.99,22.99,22.99,5.0,y,completely orderable,822,5000.0,488.0,138.0,2.0,41.0,1.0,12.0,y,22.99,22.99,0.0,0.0,0
1692,1693,9,5,1359.604,43,9.99,99.99,2214.59,7,19.99,99.99,379.93,1.0,y,completely orderable,823,700.0,566.0,133.0,1.0,50.0,1.0,158.0,n,51.50209302325582,54.27571428571429,90.0,80.0,0
1696,1697,9,5,351.626,6,39.99,59.99,299.94,2,39.99,59.99,99.98,5.0,y,completely orderable,825,400.0,557.0,185.0,5.0,68.0,2.0,130.0,y,49.99,49.99,20.0,20.0,0
1700,1701,9,5,1203.762,21,8.99,59.99,499.82,7,8.99,59.99,191.93,5.0,y,completely orderable,828,2600.0,490.0,63.0,13.0,32.0,2.0,26.0,y,23.80095238095238,27.41857142857143,51.0,51.0,0
1705,1706,9,5,18.541,1,99.99,99.99,99.99,1,99.99,99.99,99.99,1.0,y,desconhecida,830,1500.0,555.0,223.0,7.0,71.0,2.0,207.0,n,99.99,99.99,0.0,0.0,0
1706,1707,9,5,2807.958,10,24.99,299.99,1639.9,2,29.99,299.99,329.98,1.0,y,completely orderable,831,1700.0,518.0,247.0,1.0,52.0,2.0,156.0,y,163.99,164.99,275.0,270.0,0
1718,1719,9,5,31.221999999999998,4,62.99,62.99,188.97,1,62.99,62.99,62.99,2.0,y,completely orderable,836,600.0,464.0,333.0,1.0,20.0,1.0,25.0,n,47.2425,62.99,0.0,0.0,0
1720,1721,9,5,1894.454,5,249.99,249.99,1249.95,2,249.99,249.99,499.98,5.0,y,completely orderable,837,800.0,484.0,36.0,19.0,27.0,2.0,41.0,y,249.99,249.99,0.0,0.0,0
1723,1724,9,5,324.019,4,3.0,9.99,18.99,3,3.0,9.99,15.99,5.0,y,completely orderable,838,800.0,440.0,51.0,42.0,61.0,2.0,14.0,y,4.7475,5.33,6.99,6.99,0
1726,1727,9,5,11435.53,23,7.99,999.0,1308.0,1,24.9,24.9,24.9,4.0,y,completely orderable,839,10000.0,562.0,222.0,321.0,53.0,1.0,10.0,n,56.869565217391305,24.9,991.01,0.0,0
1727,1728,9,5,2701.7,78,5.99,139.99,1165.38,16,5.99,79.99,267.84,5.0,y,completely orderable,840,300.0,489.0,66.0,21.0,38.0,2.0,61.0,y,14.940769230769233,16.74,134.0,74.0,0
1738,1739,9,5,1961.486,56,4.99,31.99,894.57,10,6.99,29.99,181.93,5.0,y,completely orderable,845,2800.0,508.0,170.0,14.0,33.0,2.0,11.0,y,15.974464285714287,18.193,27.0,23.0,0
1740,1741,9,5,11473.018,60,4.99,9.99,337.52,6,6.99,6.99,41.94,1.0,y,desconhecida,847,4000.0,517.0,219.0,8.0,51.0,2.0,10.0,n,5.625333333333333,6.989999999999999,5.0,0.0,0
1743,1744,9,5,707.627,25,6.0,49.99,448.78,25,6.0,49.99,448.78,5.0,y,completely orderable,848,1000.0,547.0,198.0,22.0,42.0,2.0,47.0,y,17.9512,17.9512,43.99,43.99,0
1746,1747,9,5,445.63800000000003,5,14.99,17.99,80.95,1,14.99,14.99,14.99,1.0,y,desconhecida,849,1700.0,446.0,48.0,21.0,26.0,2.0,14.0,n,16.19,14.99,2.9999999999999982,0.0,0
1747,1748,9,5,312.944,1,24.99,24.99,24.99,1,24.99,24.99,24.99,5.0,y,completely orderable,850,5000.0,516.0,160.0,82.0,52.0,1.0,10.0,y,24.99,24.99,0.0,0.0,0
1750,1751,9,5,3052.367,56,9.99,199.99,2789.67,6,9.99,189.99,263.94,5.0,y,completely orderable,852,500.0,442.0,4.0,4.0,42.0,1.0,13.0,y,49.815535714285716,43.99,190.0,180.0,0
1752,1753,9,5,1067.758,54,14.99,69.95,1543.18,14,14.99,69.95,497.74,5.0,y,completely orderable,853,3000.0,512.0,136.0,27.0,41.0,2.0,25.0,y,28.57740740740741,35.55285714285714,54.96,54.96,0
1759,1760,9,5,679.0269999999999,2,159.0,159.0,318.0,1,159.0,159.0,159.0,1.0,y,completely orderable,855,700.0,469.0,84.0,11.0,61.0,2.0,31.0,n,159.0,159.0,0.0,0.0,0
1761,1762,9,5,204.852,1,39.99,39.99,39.99,1,39.99,39.99,39.99,3.0,y,completely orderable,857,25000.0,553.0,348.0,232.0,58.0,1.0,10.0,n,39.99,39.99,0.0,0.0,0
1765,1766,9,5,2977.2140000000004,82,6.99,49.99,1581.67,8,14.99,29.99,152.93,5.0,y,completely orderable,859,600.0,476.0,51.0,13.0,40.0,1.0,27.0,y,19.288658536585366,19.11625,43.0,14.999999999999998,0
1766,1767,9,5,3381.063,21,3.99,49.99,349.81,11,3.99,49.99,199.9,1.0,y,completely not orderable,860,8500.0,516.0,51.0,99.0,53.0,1.0,14.0,y,16.657619047619047,18.172727272727272,46.0,46.0,0
1769,1770,9,5,4107.615,138,3.0,59.95,1277.17,8,3.0,49.99,115.98,5.0,y,completely orderable,863,300.0,577.0,89.0,21.0,50.0,2.0,21.0,y,9.25485507246377,14.4975,56.95,46.99,0
1773,1774,9,5,2383.409,6,9.99,179.99,409.95,4,9.99,179.99,229.96,5.0,y,completely orderable,865,2800.0,535.0,131.0,31.0,49.0,2.0,43.0,y,68.325,57.49,170.0,170.0,0
1776,1777,9,5,1839.537,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,y,desconhecida,867,3000.0,535.0,158.0,12.0,58.0,1.0,14.0,n,39.99,39.99,0.0,0.0,0
1784,1785,9,5,798.518,13,9.99,29.99,159.9,2,14.99,14.99,29.98,5.0,y,completely orderable,871,2500.0,542.0,156.0,13.0,42.0,2.0,12.0,y,12.3,14.99,20.0,0.0,0
1786,1787,9,5,802.7139999999999,19,19.99,169.99,1629.81,5,29.99,169.99,429.95,5.0,y,completely orderable,872,2300.0,503.0,22.0,30.0,29.0,2.0,14.0,y,85.77947368421053,85.99,150.0,140.0,0
1787,1788,9,5,527.2180000000001,15,12.9,39.95,365.33,2,19.99,39.95,59.94,5.0,y,completely orderable,873,400.0,70.0,84.0,0.0,27.0,1.0,674.0,y,24.35533333333333,29.97,27.050000000000004,19.960000000000004,0
1788,1789,9,5,341.352,16,19.99,399.99,619.93,3,19.99,49.99,109.97,5.0,y,completely orderable,874,300.0,370.0,0.0,0.0,19.0,1.0,25.0,y,38.745625,36.656666666666666,380.0,30.000000000000004,0
1791,1792,9,5,687.7080000000001,14,7.99,99.99,331.92,3,7.99,99.99,125.97,5.0,y,completely orderable,875,1500.0,514.0,361.0,7.0,56.0,2.0,38.0,y,23.708571428571428,41.99,92.0,92.0,0
1794,1795,9,5,1673.335,40,3.99,59.99,686.68,11,3.99,59.99,214.91,5.0,y,completely orderable,877,5000.0,464.0,38.0,26.0,32.0,1.0,28.0,y,17.166999999999998,19.537272727272725,56.0,56.0,0
1795,1796,9,5,872.045,2,39.99,39.99,79.98,1,39.99,39.99,39.99,2.0,y,completely orderable,878,2300.0,602.0,321.0,8.0,57.0,2.0,19.0,n,39.99,39.99,0.0,0.0,0
