sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,cInterval,bInterval,new_user,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not determinable,availability_ mainly orderable,availability_ mixed,order_ y
1260.0,8.0,5.0,118.369,1.0,59.99,59.99,59.99,1.0,59.99,59.99,59.99,5.0,4300.0,519.0,178.0,19.0,42.0,2.0,26.0,0.027404768,0.025813112,60.0,60.0,0,1,0,1,0,0,0,0,1
1265.0,8.0,5.0,7419.355,34.0,15.99,159.99,1646.72,11.0,15.99,149.99,610.89,5.0,2000.0,468.0,21.0,17.0,79.0,2.0,11.0,0.016669445,0.016669445,0.0,0.0,0,1,0,1,0,0,0,0,1
1267.0,8.0,5.0,5392.388000000001,69.0,19.99,89.95,2977.78,7.0,24.99,49.95,262.89,5.0,3000.0,549.0,185.0,3.0,44.0,2.0,137.0,0.02264094,0.018595515,78.96,35.0,0,1,0,1,0,0,0,0,1
1273.0,8.0,5.0,586.001,21.0,3.0,22.99,235.88,5.0,3.0,19.99,47.98,5.0,1100.0,512.0,234.0,6.0,42.0,2.0,35.0,0.033965282,0.03347124,45.0,40.0,0,0,0,1,0,0,0,0,1
1274.0,8.0,5.0,42.698,2.0,79.99,169.99,249.98,2.0,79.99,169.99,249.98,1.0,4000.0,556.0,220.0,3.0,49.0,1.0,40.0,0.02647703,0.027278928,60.0,60.0,0,1,0,0,1,0,0,0,0
1303.0,8.0,5.0,2885.309,63.0,3.0,59.95,932.65,9.0,3.0,59.95,123.93,5.0,4000.0,507.0,64.0,53.0,49.0,1.0,15.0,0.016669445,0.016669445,0.0,0.0,0,1,0,1,0,0,0,0,1
1309.0,8.0,5.0,83.947,1.0,59.99,59.99,59.99,1.0,59.99,59.99,59.99,5.0,5000.0,469.0,1.0,10.0,42.0,2.0,11.0,0.008646568,0.006689187,200.0,40.990005,0,1,0,1,0,0,0,0,1
1310.0,8.0,5.0,10573.733,191.0,3.99,49.99,2919.81,21.0,4.99,29.99,336.84,5.0,800.0,481.0,45.0,14.0,40.0,1.0,11.0,0.06473879,0.06812859,23.0,12.0,0,1,0,1,0,0,0,0,1
1314.0,8.0,5.0,1914.194,11.0,29.0,59.95,198.89,2.0,59.95,59.95,119.9,5.0,2200.0,526.0,214.0,19.0,46.0,2.0,22.0,0.06293266,0.06293266,20.0,20.0,0,1,0,1,0,0,0,0,1
1316.0,8.0,5.0,72.30199999999999,1.0,29.99,29.99,29.99,1.0,29.99,29.99,29.99,1.0,600.0,500.0,37.0,12.0,37.0,2.0,39.0,0.007694922,0.008336112,80.0,0.0,0,1,0,0,1,0,0,0,0
1318.0,8.0,5.0,2554.533,98.0,8.9,69.99,1912.66,3.0,15.0,29.99,44.99,1.0,7000.0,522.0,33.0,14.0,30.0,2.0,11.0,0.0067343777,0.040016007,892.01,0.0,0,1,0,0,1,0,0,0,1
1319.0,8.0,5.0,1723.7939999999999,5.0,24.99,59.99,194.95,1.0,59.99,59.99,59.99,2.0,4000.0,554.0,221.0,23.0,53.0,2.0,17.0,0.05319701,0.041842595,60.0,35.0,0,1,0,1,0,0,0,0,1
1328.0,8.0,5.0,193.09900000000002,1.0,59.99,59.99,59.99,1.0,59.99,59.99,59.99,5.0,600.0,461.0,62.0,15.0,33.0,2.0,24.0,0.016669445,0.016669445,0.0,0.0,0,1,0,1,0,0,0,0,1
1329.0,8.0,5.0,15.825999999999999,1.0,39.99,39.99,39.99,1.0,39.99,39.99,39.99,1.0,8500.0,459.0,127.0,12.0,30.0,2.0,36.0,0.02893399,0.027404767,57.0,57.0,0,1,0,0,1,0,0,0,0
1332.0,8.0,5.0,276.075,6.0,99.99,750.0,3599.99,2.0,750.0,750.0,1500.0,4.0,800.0,500.0,19.0,2.0,38.0,1.0,32.0,0.097608596,0.25012505,29.99,0.0,0,1,0,1,0,0,0,0,0
1337.0,8.0,5.0,504.16900000000004,5.0,34.99,999.0,1193.97,1.0,79.99,79.99,79.99,3.0,2800.0,493.0,233.0,11.0,48.0,1.0,13.0,0.043267068,0.029730791,45.0,45.0,0,1,0,1,0,0,0,0,0
1348.0,8.0,5.0,475.39599999999996,6.0,149.99,149.99,449.97,1.0,149.99,149.99,149.99,5.0,8500.0,536.0,139.0,19.0,44.0,1.0,28.0,0.013436864,0.014985667,131.0,111.0,0,1,0,1,0,0,0,0,1
1353.0,8.0,5.0,1606.381,48.0,299.99,1049.99,26306.55,1.0,529.99,529.99,529.99,5.0,300.0,474.0,10.0,14.0,36.0,1.0,31.0,0.06516881,0.081778884,36.0,11.0,0,1,0,1,0,0,0,0,1
1354.0,8.0,5.0,16205.707,57.0,7.99,49.99,651.45,11.0,7.99,22.99,158.29,5.0,2900.0,484.0,105.0,6.0,36.0,2.0,45.0,0.015327433,0.020892821,202.14,32.14,0,1,0,1,0,0,0,0,1
1355.0,8.0,5.0,42.465,3.0,34.99,34.99,104.97,1.0,34.99,34.99,34.99,4.0,1100.0,545.0,58.0,313.0,28.0,2.0,14.0,0.020015009,0.021445422,49.999996,10.040001,0,1,0,1,0,0,0,0,0
1359.0,8.0,5.0,8342.295,59.0,4.99,79.99,1006.73,11.0,4.99,79.99,294.94,1.0,1000.0,574.0,49.0,24.0,39.0,1.0,18.0,0.07048054,0.057332344,43.0,43.0,0,1,0,1,0,0,0,0,0
1370.0,8.0,5.0,3710.632,68.0,5.0,79.99,3366.76,2.0,59.99,79.95,139.94,5.0,1500.0,598.0,345.0,7.0,52.0,2.0,145.0,0.0468539,0.043497175,14.0,0.0,0,1,0,1,0,0,0,0,1
1371.0,8.0,5.0,995.435,18.0,12.99,49.99,148.93,2.0,12.99,19.99,32.98,5.0,4000.0,499.0,86.0,18.0,30.0,2.0,11.0,0.020004,0.020004,0.0,0.0,0,1,0,1,0,0,0,0,1
1373.0,8.0,5.0,1469.105,34.0,6.99,9.99,292.66,11.0,7.99,9.99,96.89,1.0,9000.0,560.0,451.0,10.0,59.0,2.0,45.0,0.090953186,0.06671114,0.010000229,0.0,0,1,0,1,0,0,0,0,0
1375.0,8.0,5.0,910.7739999999999,22.0,5.99,549.99,1844.6,4.0,18.99,79.95,198.88,5.0,6000.0,552.0,361.0,13.0,52.0,2.0,13.0,0.08252579,0.051913727,66.0,66.0,0,1,0,1,0,0,0,0,1
1376.0,8.0,5.0,1863.54,47.0,3.0,199.99,2377.48,6.0,4.99,149.99,229.95,5.0,4000.0,548.0,194.0,4.0,39.0,1.0,55.0,0.008491469,0.005864699,220.0,60.0,0,1,0,1,0,0,0,0,1
1381.0,8.0,5.0,2872.0290000000005,31.0,1.99,12.99,151.76,6.0,1.99,4.99,24.94,5.0,6000.0,520.0,58.0,41.0,48.0,1.0,10.0,0.040016007,0.040016007,0.0,0.0,0,1,0,1,0,0,0,0,1
1382.0,8.0,5.0,4192.509,15.0,9.99,14.99,162.82,2.0,9.99,12.99,22.98,5.0,2700.0,518.0,149.0,10.0,44.0,2.0,38.0,0.04274966,0.04274966,60.0,60.0,0,1,0,1,0,0,0,0,1
1383.0,8.0,5.0,355.084,4.0,19.99,19.99,39.98,1.0,19.99,19.99,19.99,1.0,900.0,545.0,98.0,15.0,28.0,2.0,13.0,0.001669449,0.001669449,0.0,0.0,0,1,0,0,1,0,0,0,0
1384.0,8.0,5.0,520.487,20.0,3.99,27.99,111.85,4.0,5.99,7.99,25.96,1.0,200.0,407.0,148.0,11.0,44.0,2.0,20.0,0.019256162,0.0984575,990.05,1.0,0,1,0,1,0,0,0,0,0
1386.0,8.0,5.0,292.07099999999997,6.0,7.99,7.99,47.94,1.0,7.99,7.99,7.99,3.0,4000.0,595.0,276.0,18.0,42.0,2.0,24.0,0.08576329,0.025006251,30.000002,0.0,0,1,0,1,0,0,0,0,0
1390.0,8.0,5.0,196.178,3.0,179.99,179.99,539.97,1.0,179.99,179.99,179.99,5.0,500.0,420.0,11.0,3.0,39.0,1.0,179.0,0.037050758,0.026322715,55.0,55.0,0,1,0,1,0,0,0,0,1
1397.0,9.0,5.0,2861.71,14.0,13.99,39.99,321.91,2.0,16.0,39.99,55.99,1.0,5000.0,495.0,84.0,51.0,60.0,2.0,49.0,0.029175175,0.029175175,50.0,50.0,0,1,0,0,0,0,0,1,0
1399.0,9.0,5.0,558.085,2.0,10.99,10.99,21.98,2.0,10.99,10.99,21.98,5.0,5000.0,481.0,35.0,25.0,29.0,1.0,11.0,0.02234821,0.06366057,246.0,31.000002,0,1,0,1,0,0,0,0,1
1406.0,9.0,5.0,104.73,2.0,499.99,499.99,999.98,1.0,499.99,499.99,499.99,5.0,0.0,405.0,6.0,6.0,26.0,1.0,220.0,0.14025246,0.20202021,10.04,3.9999998,0,1,0,1,0,0,0,0,0
1410.0,9.0,5.0,1778.8729999999998,33.0,3.99,69.99,312.17,3.0,6.99,34.99,48.97,1.0,4000.0,557.0,219.0,5.0,43.0,2.0,45.0,0.016669445,0.016669445,0.0,0.0,0,1,0,1,0,0,0,0,0
1411.0,9.0,5.0,508.89099999999996,3.0,999.99,999.99,999.99,1.0,999.99,999.99,999.99,1.0,3000.0,543.0,451.0,14.0,62.0,2.0,12.0,0.05474816,0.050025012,34.0,0.0,0,1,0,1,0,0,0,0,0
1412.0,9.0,5.0,1067.016,25.0,10.99,49.99,557.75,3.0,10.99,49.99,75.97,1.0,800.0,524.0,13.0,19.0,58.0,2.0,29.0,0.032268472,0.032268472,27.000002,27.000002,0,1,0,0,1,0,0,0,0
1417.0,9.0,5.0,1092.218,16.0,12.99,39.99,272.87,2.0,19.99,39.99,59.98,5.0,600.0,481.0,42.0,11.0,53.0,2.0,15.0,0.025006251,0.02222716,30.000002,30.000002,0,1,0,1,0,0,0,0,1
1420.0,9.0,5.0,2532.1679999999997,48.0,4.99,24.99,375.65,2.0,4.99,24.99,29.98,1.0,1300.0,611.0,220.0,2.0,44.0,2.0,61.0,0.07221041,0.07221041,13.0,13.0,0,1,0,1,0,0,0,0,0
1426.0,9.0,5.0,2360.652,48.0,69.99,299.99,8557.54,5.0,69.99,219.99,829.95,5.0,300.0,442.0,109.0,12.0,44.0,2.0,18.0,0.083402835,0.083402835,0.0,0.0,0,1,0,1,0,0,0,0,1
1429.0,9.0,5.0,5075.49,198.0,3.99,89.95,6584.55,10.0,3.99,89.95,443.51,1.0,3000.0,508.0,445.0,16.0,78.0,2.0,13.0,0.09774265,0.06159743,13.0,12.0,0,1,0,1,0,0,0,0,1
1431.0,9.0,5.0,490.51,11.0,9.99,59.99,129.97,1.0,59.99,59.99,59.99,4.0,300.0,469.0,14.0,10.0,38.0,2.0,16.0,0.20040081,0.20040081,0.0,0.0,0,1,0,1,0,0,0,0,0
1433.0,9.0,5.0,25.673000000000002,1.0,19.95,19.95,19.95,1.0,19.95,19.95,19.95,1.0,2500.0,551.0,415.0,10.0,57.0,2.0,13.0,0.06314034,0.069512025,24.99,20.04,0,1,0,0,1,0,0,0,0
1439.0,9.0,5.0,1877.705,13.0,3.99,19.99,197.88,1.0,3.99,3.99,3.99,5.0,5000.0,534.0,272.0,11.0,70.0,2.0,54.0,0.171875,0.24623115,7.0,4.0,0,0,0,0,0,0,0,0,1
1446.0,9.0,5.0,568.2769999999999,8.0,9.99,9.99,79.92,1.0,9.99,9.99,9.99,4.0,300.0,384.0,0.0,0.0,27.0,2.0,27.0,0.0070593217,0.010001,160.0,120.0,0,1,0,1,0,0,0,0,0
1458.0,9.0,5.0,152.442,1.0,39.99,39.99,39.99,1.0,39.99,39.99,39.99,5.0,200.0,445.0,180.0,6.0,44.0,2.0,10.0,0.023815194,0.028579593,40.0,10.000002,0,1,0,1,0,0,0,0,1
1468.0,9.0,5.0,577.556,13.0,10.99,699.99,1312.9,1.0,129.99,129.99,129.99,5.0,2500.0,585.0,220.0,15.0,68.0,2.0,11.0,0.080496155,0.07276696,20.99,16.99,0,1,0,1,0,0,0,0,1
1473.0,9.0,5.0,1522.54,11.0,16.8,599.0,1907.35,4.0,16.8,599.0,735.78,1.0,300.0,481.0,17.0,6.0,25.0,2.0,16.0,0.014992612,0.011906179,30.0,30.0,0,1,0,0,1,0,0,0,0
1474.0,9.0,5.0,2336.161,18.0,25.2,34.99,531.92,4.0,25.2,34.99,120.38,5.0,7700.0,511.0,223.0,18.0,46.0,2.0,11.0,0.0020015812,0.0020015812,0.98999023,0.98999023,0,1,0,1,0,0,0,0,1
1476.0,9.0,5.0,48.873000000000005,2.0,89.99,89.99,179.98,1.0,89.99,89.99,89.99,1.0,4000.0,558.0,175.0,6.0,46.0,2.0,50.0,0.15556307,0.10304725,9.0,9.0,0,1,0,0,1,0,0,0,0
1481.0,9.0,5.0,223.597,4.0,729.99,729.99,2189.97,1.0,729.99,729.99,729.99,5.0,300.0,430.0,75.0,15.0,49.0,2.0,29.0,0.0143630775,0.009575386,170.0,170.0,0,1,0,1,0,0,0,0,1
1484.0,9.0,5.0,920.6560000000001,3.0,349.99,349.99,1049.97,1.0,349.99,349.99,349.99,1.0,1800.0,80.0,222.0,0.0,44.0,2.0,54.0,0.03382781,0.021428572,51.910004,5.0,0,1,1,0,0,0,0,0,0
1488.0,9.0,5.0,609.755,16.0,9.99,22.99,309.84,3.0,16.99,22.99,59.97,5.0,2500.0,546.0,133.0,20.0,51.0,1.0,17.0,0.05162242,0.044796176,33.0,22.000002,0,1,0,1,0,0,0,0,1
1489.0,9.0,5.0,446.526,6.0,9.99,19.99,94.94,2.0,14.99,19.99,34.98,5.0,2000.0,497.0,100.0,21.0,28.0,2.0,31.0,0.052982613,0.036049027,52.0,52.0,0,1,0,1,0,0,0,0,1
1490.0,9.0,5.0,43.013999999999996,2.0,34.99,34.99,69.98,1.0,34.99,34.99,34.99,1.0,10000.0,533.0,69.0,83.0,59.0,1.0,10.0,0.075086355,0.040322583,7.8099995,0.0,0,1,0,1,0,0,0,0,0
1492.0,9.0,5.0,2281.158,21.0,3.99,24.99,204.8,1.0,7.99,7.99,7.99,3.0,500.0,400.0,47.0,10.0,47.0,2.0,171.0,0.05,0.05,0.0,0.0,0,1,0,1,0,0,0,0,0
1493.0,9.0,5.0,616.8580000000001,8.0,3.99,29.95,137.68,8.0,3.99,29.95,137.68,5.0,4000.0,543.0,306.0,7.0,57.0,1.0,246.0,0.10744322,0.033344448,0.0,0.0,0,1,0,1,0,0,0,0,1
1496.0,9.0,5.0,3288.018,23.0,5.0,17.99,189.9,1.0,14.99,14.99,14.99,1.0,600.0,70.0,269.0,1.0,46.0,2.0,319.0,0.1001001,0.1001001,0.0,0.0,0,1,0,1,0,0,0,0,0
1497.0,9.0,5.0,620.6030000000001,5.0,599.99,849.99,3649.95,1.0,599.99,599.99,599.99,5.0,1400.0,562.0,63.0,12.0,43.0,2.0,138.0,0.037668504,0.04349717,15.0,15.0,0,1,0,1,0,0,0,0,1
1500.0,9.0,5.0,7881.18,16.0,9.99,39.99,286.86,9.0,9.99,39.99,181.91,5.0,30000.0,529.0,60.0,102.0,41.0,2.0,10.0,0.05035754,0.037750095,47.0,47.0,0,1,0,1,0,0,0,0,1
1512.0,9.0,5.0,1394.662,41.0,4.5,29.95,413.53,3.0,9.99,15.99,37.88,5.0,5000.0,522.0,204.0,27.0,47.0,1.0,21.0,0.15774162,0.068971395,38.99,36.99,0,1,0,1,0,0,0,0,1
1515.0,9.0,5.0,2.562,1.0,22.99,22.99,22.99,1.0,22.99,22.99,22.99,1.0,5000.0,487.0,134.0,32.0,34.0,2.0,10.0,0.035234135,0.044019368,72.0,30.000002,0,1,1,0,0,0,0,0,0
1517.0,9.0,5.0,2818.887,21.0,4.99,39.99,322.52,11.0,4.99,39.99,172.83,5.0,300.0,405.0,11.0,10.0,37.0,2.0,17.0,0.060642816,0.060642816,3.0,3.0,0,1,0,1,0,0,0,0,1
1521.0,9.0,5.0,6258.241999999999,92.0,4.99,199.95,4448.22,6.0,17.99,49.99,172.94,2.0,600.0,510.0,83.0,6.0,45.0,2.0,59.0,0.040016007,0.040016007,0.0,0.0,0,1,0,1,0,0,0,0,0
1533.0,9.0,5.0,918.51,19.0,19.99,59.95,711.77,9.0,19.99,59.95,301.87,1.0,2700.0,478.0,115.0,11.0,60.0,2.0,98.0,0.08356546,0.055710305,0.0,0.0,0,1,0,1,0,0,0,0,0
1536.0,9.0,5.0,12508.52,98.0,1.0,20.0,914.9,7.0,4.0,15.0,66.99,1.0,5500.0,534.0,215.0,92.0,39.0,2.0,12.0,0.050025012,0.050025012,0.0,0.0,0,1,1,0,0,0,0,0,0
1537.0,9.0,5.0,189.41099999999997,5.0,49.95,74.95,299.75,2.0,49.95,74.95,124.9,1.0,600.0,565.0,12.0,10.0,44.0,2.0,187.0,0.033344448,0.033344448,0.0,0.0,0,1,0,1,0,0,0,0,0
1548.0,9.0,5.0,2312.242,68.0,8.0,69.99,1250.9,7.0,9.99,39.99,133.43,5.0,2500.0,548.0,209.0,15.0,55.0,2.0,14.0,0.0111156395,0.0086440025,124.95999,89.96,0,1,0,1,0,0,0,0,1
1557.0,9.0,5.0,3461.073,4.0,39.99,44.99,169.96,2.0,39.99,44.99,84.98,2.0,1400.0,436.0,24.0,8.0,30.0,2.0,14.0,0.048149563,0.027785495,80.0,51.0,0,1,0,1,0,0,0,0,0
1559.0,9.0,5.0,1360.8310000000001,33.0,1.99,49.99,420.61,8.0,1.99,49.99,105.88,5.0,2500.0,525.0,153.0,10.0,46.0,1.0,36.0,0.015187293,0.015390772,70.0,70.0,0,1,0,1,0,0,0,0,1
1564.0,9.0,5.0,7307.775,5.0,39.99,39.99,39.99,1.0,39.99,39.99,39.99,5.0,5000.0,566.0,121.0,94.0,60.0,2.0,15.0,0.25486973,0.25,7.3900003,2.0,0,1,0,1,0,0,0,0,1
1574.0,9.0,5.0,104.696,4.0,3.99,19.99,43.96,4.0,3.99,19.99,43.96,5.0,5000.0,553.0,53.0,109.0,57.0,1.0,10.0,0.137285,0.137285,6.0,6.0,0,1,0,1,0,0,0,0,1
1578.0,9.0,5.0,297.849,3.0,39.99,39.99,119.97,1.0,39.99,39.99,39.99,1.0,8500.0,531.0,96.0,15.0,37.0,2.0,30.0,0.026878892,0.027456997,10.0,10.0,0,1,0,0,1,0,0,0,0
1582.0,9.0,5.0,331.958,2.0,39.99,39.99,79.98,2.0,39.99,39.99,79.98,5.0,2500.0,566.0,332.0,75.0,49.0,1.0,10.0,0.059527278,0.056341555,95.0,72.99,0,1,0,1,0,0,0,0,1
1589.0,9.0,5.0,324.704,17.0,29.99,79.99,809.83,2.0,29.99,29.99,59.98,1.0,600.0,495.0,213.0,8.0,52.0,1.0,20.0,0.013044044,0.004348015,0.0,0.0,0,1,0,1,0,0,0,0,0
1605.0,9.0,5.0,3704.591,15.0,79.95,129.99,929.88,1.0,129.99,129.99,129.99,3.0,10000.0,529.0,53.0,183.0,54.0,1.0,10.0,0.15696649,0.18181819,4.0,4.0,0,1,0,1,0,0,0,0,0
1608.0,9.0,5.0,4094.9829999999997,43.0,3.99,89.95,1042.47,8.0,3.99,47.99,169.92,5.0,1000.0,566.0,47.0,10.0,29.0,2.0,16.0,0.060702637,0.07145409,55.0,7.99,0,1,0,1,0,0,0,0,1
1612.0,9.0,5.0,3556.0759999999996,65.0,4.0,129.95,1520.99,5.0,5.0,59.95,94.44,5.0,1100.0,483.0,172.0,9.0,49.0,2.0,27.0,0.055197608,0.047709923,22.990002,0.0,0,1,0,1,0,0,0,0,1
1615.0,9.0,5.0,48.70399999999999,2.0,79.99,79.99,159.98,1.0,79.99,79.99,79.99,2.0,1000.0,545.0,80.0,9.0,38.0,2.0,98.0,0.031452674,0.022585746,80.0,20.000002,0,1,0,1,0,0,0,0,0
1616.0,9.0,5.0,12485.714,41.0,2.49,49.99,690.46,20.0,2.49,49.99,331.01,5.0,5000.0,498.0,20.0,149.0,59.0,2.0,10.0,0.0035842294,0.0035842294,0.0,0.0,0,1,0,1,0,0,0,0,1
1623.0,9.0,5.0,532.203,8.0,12.99,29.99,204.74,3.0,12.99,29.99,72.38,5.0,8500.0,587.0,67.0,11.0,59.0,2.0,143.0,0.052863844,0.08003201,24.99,14.99,0,1,0,1,0,0,0,0,1
1625.0,9.0,5.0,114.421,1.0,39.99,39.99,39.99,1.0,39.99,39.99,39.99,5.0,300.0,466.0,1.0,1.0,33.0,1.0,38.0,0.01875211,0.020004,80.01,0.0,0,1,0,1,0,0,0,0,1
1627.0,9.0,5.0,5367.897,22.0,24.99,239.99,2014.81,2.0,39.99,71.99,111.98,5.0,13000.0,522.0,103.0,21.0,65.0,2.0,18.0,0.04349717,0.04349717,0.0,0.0,0,1,0,1,0,0,0,0,1
1640.0,9.0,5.0,6529.786999999999,177.0,4.99,79.99,2802.85,21.0,4.99,19.99,273.79,5.0,2600.0,496.0,96.0,62.0,44.0,2.0,14.0,0.062892556,0.04796163,31.990002,24.99,0,1,0,1,0,0,0,0,1
1641.0,9.0,5.0,5368.693,97.0,6.99,24.99,763.31,4.0,8.99,12.99,41.96,2.0,800.0,495.0,34.0,0.0,50.0,2.0,30.0,0.19564831,0.13253811,14.0,14.0,0,1,0,1,0,0,0,0,0
1650.0,9.0,5.0,1792.273,17.0,11.99,89.95,433.71,2.0,14.99,14.99,29.98,2.0,300.0,396.0,11.0,22.0,25.0,1.0,56.0,0.31251684,0.24542193,4.99,0.99999976,0,1,0,1,0,0,0,0,0
1652.0,9.0,5.0,895.4780000000001,16.0,12.99,179.99,1195.91,2.0,12.99,179.99,192.98,5.0,2500.0,513.0,169.0,14.0,40.0,2.0,23.0,0.04314768,0.04002183,57.96,57.96,0,1,0,1,0,0,0,0,1
1653.0,9.0,5.0,38.135999999999996,2.0,59.99,59.99,59.99,2.0,59.99,59.99,59.99,1.0,1600.0,500.0,29.0,13.0,47.0,2.0,13.0,0.0039062137,0.0026004985,505.1,505.1,0,1,0,0,1,0,0,0,0
1654.0,9.0,5.0,1302.3519999999999,30.0,25.0,79.95,1503.8,2.0,25.0,54.95,79.95,1.0,300.0,576.0,3.0,1.0,28.0,2.0,101.0,0.045958873,0.036394518,64.95,39.96,0,1,0,1,0,0,0,0,0
1657.0,9.0,5.0,535.382,8.0,79.99,199.99,999.92,1.0,99.99,99.99,99.99,5.0,8500.0,544.0,218.0,10.0,57.0,2.0,68.0,0.071479626,0.071479626,0.0,0.0,0,1,0,1,0,0,0,0,1
1668.0,9.0,5.0,6773.785,28.0,9.99,169.95,1362.27,4.0,9.99,75.95,150.93,1.0,800.0,449.0,1.0,1.0,26.0,1.0,29.0,0.01345382,0.015875535,257.0,0.0,0,1,0,1,0,0,0,0,0
1675.0,9.0,5.0,246.408,10.0,29.99,54.99,419.9,4.0,29.99,54.99,164.96,1.0,1400.0,455.0,180.0,11.0,39.0,2.0,26.0,0.0027311668,0.0025000626,130.0,0.0,0,1,0,1,0,0,0,0,0
1679.0,9.0,5.0,1690.455,13.0,4.99,39.99,211.87,13.0,4.99,39.99,211.87,5.0,4500.0,507.0,40.0,73.0,43.0,2.0,11.0,0.024824321,0.021063719,69.95,64.95,0,1,0,1,0,0,0,0,1
1682.0,9.0,5.0,65.244,2.0,119.99,119.99,239.98,1.0,119.99,119.99,119.99,1.0,1000.0,451.0,5.0,0.0,33.0,1.0,31.0,0.057012543,0.035727046,49.0,0.0,0,1,0,1,0,0,0,0,0
1685.0,9.0,5.0,1116.184,1.0,39.99,39.99,39.99,1.0,39.99,39.99,39.99,1.0,300.0,464.0,0.0,0.0,44.0,2.0,28.0,0.016669445,0.016669445,0.0,0.0,0,1,0,0,1,0,0,0,0
1687.0,9.0,5.0,3754.927,19.0,7.99,14.99,139.89,2.0,11.99,12.99,24.98,3.0,2400.0,516.0,174.0,23.0,40.0,2.0,14.0,0.0947158,0.10996929,12.800001,12.800001,0,1,0,1,0,0,0,0,0
1688.0,9.0,5.0,2396.073,9.0,4.99,9.99,64.93,4.0,9.99,9.99,39.96,5.0,1700.0,70.0,102.0,0.0,52.0,2.0,493.0,0.009259945,0.06671114,490.0,0.0,0,1,0,1,0,0,0,0,1
1689.0,9.0,5.0,2223.778,41.0,6.99,34.99,675.84,25.0,6.99,34.99,445.1,5.0,1700.0,585.0,94.0,5.0,46.0,1.0,102.0,0.013824566,0.013080445,16.459995,0.0,0,1,0,1,0,0,0,0,1
1690.0,9.0,5.0,150.80700000000002,16.0,6.99,139.99,675.67,16.0,6.99,139.99,675.67,5.0,5000.0,497.0,155.0,86.0,55.0,2.0,26.0,0.024967229,0.019708317,67.0,52.0,0,1,0,1,0,0,0,0,1
1692.0,9.0,5.0,71.428,1.0,22.99,22.99,22.99,1.0,22.99,22.99,22.99,5.0,5000.0,488.0,138.0,2.0,41.0,1.0,12.0,0.03464097,0.030009001,70.0,70.0,0,1,0,1,0,0,0,0,1
1693.0,9.0,5.0,1359.604,43.0,9.99,99.99,2214.59,7.0,19.99,99.99,379.93,1.0,700.0,566.0,133.0,1.0,50.0,1.0,158.0,0.028099217,0.029167274,40.0,40.0,0,1,0,1,0,0,0,0,0
1697.0,9.0,5.0,351.626,6.0,39.99,59.99,299.94,2.0,39.99,59.99,99.98,5.0,400.0,557.0,185.0,5.0,68.0,2.0,130.0,0.012279872,0.0028572246,334.01,0.0,0,1,0,1,0,0,0,0,1
1701.0,9.0,5.0,1203.762,21.0,8.99,59.99,499.82,7.0,8.99,59.99,191.93,5.0,2600.0,490.0,63.0,13.0,32.0,2.0,26.0,0.04788186,0.045218177,96.0,96.0,0,1,0,1,0,0,0,0,1
1706.0,9.0,5.0,18.541,1.0,99.99,99.99,99.99,1.0,99.99,99.99,99.99,1.0,1500.0,555.0,223.0,7.0,71.0,2.0,207.0,0.0129887,0.02222716,145.0,0.0,0,1,0,0,1,0,0,0,0
1707.0,9.0,5.0,2807.958,10.0,24.99,299.99,1639.9,2.0,29.99,299.99,329.98,1.0,1700.0,518.0,247.0,1.0,52.0,2.0,156.0,0.044546735,0.040016007,15.0,10.0,0,1,0,1,0,0,0,0,1
1719.0,9.0,5.0,31.221999999999998,4.0,62.99,62.99,188.97,1.0,62.99,62.99,62.99,2.0,600.0,464.0,333.0,1.0,20.0,1.0,25.0,0.09881423,0.07898894,27.0,27.0,0,1,0,1,0,0,0,0,0
1721.0,9.0,5.0,1894.454,5.0,249.99,249.99,1249.95,2.0,249.99,249.99,499.98,5.0,800.0,484.0,36.0,19.0,27.0,2.0,41.0,0.01724306,0.012049354,180.0,180.0,0,1,0,1,0,0,0,0,1
1724.0,9.0,5.0,324.019,4.0,3.0,9.99,18.99,3.0,3.0,9.99,15.99,5.0,800.0,440.0,51.0,42.0,61.0,2.0,14.0,0.0074354964,0.25062656,446.0,0.0,0,1,0,1,0,0,0,0,1
1727.0,9.0,5.0,11435.53,23.0,7.99,999.0,1308.0,1.0,24.9,24.9,24.9,4.0,10000.0,562.0,222.0,321.0,53.0,1.0,10.0,0.07465472,0.07465472,6.8099995,6.8099995,0,1,0,1,0,0,0,0,0
1728.0,9.0,5.0,2701.7,78.0,5.99,139.99,1165.38,16.0,5.99,79.99,267.84,5.0,300.0,489.0,66.0,21.0,38.0,2.0,61.0,0.10010011,0.10010011,0.0,0.0,0,1,0,1,0,0,0,0,1
1739.0,9.0,5.0,1961.486,56.0,4.99,31.99,894.57,10.0,6.99,29.99,181.93,5.0,2800.0,508.0,170.0,14.0,33.0,2.0,11.0,0.11530797,0.07147963,17.0,15.0,0,1,0,1,0,0,0,0,1
1741.0,9.0,5.0,11473.018,60.0,4.99,9.99,337.52,6.0,6.99,6.99,41.94,1.0,4000.0,517.0,219.0,8.0,51.0,2.0,10.0,0.006329514,0.0062503903,10.0,0.0,0,1,0,0,1,0,0,0,0
