,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,order,cMedPrice,bMedPrice,cInterval,bInterval,new_user
506,507,7,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
507,508,7,5,4280.117,8,17.0,59.99,196.96,3,39.99,39.99,119.97,1.0,desconhecida,desconhecida,229,600.0,70.0,135.0,4.0,41.0,2.0,371.0,n,24.62,39.99,42.99,0.0,0
508,509,7,5,133.922,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
509,510,7,5,1044.6860000000001,4,7.99,89.99,161.96,4,7.99,89.99,161.96,3.0,y,completely orderable,230,4000.0,566.0,334.0,12.0,68.0,1.0,97.0,n,40.49,40.49,82.0,82.0,0
510,511,7,5,3014.072,8,399.99,399.99,2399.94,3,399.99,399.99,1199.97,4.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,299.9925,399.99,0.0,0.0,0
511,512,7,5,6152.765,193,2.99,19.99,1950.62,6,5.0,19.99,69.95,5.0,y,completely orderable,231,1800.0,582.0,170.0,13.0,41.0,2.0,15.0,y,10.106839378238341,11.658333333333333,17.0,14.989999999999998,0
512,513,7,5,539.501,8,24.99,24.99,174.93,1,24.99,24.99,24.99,1.0,y,completely orderable,232,600.0,557.0,171.0,5.0,74.0,1.0,47.0,y,21.86625,24.99,0.0,0.0,0
513,514,7,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
514,515,7,5,212.322,5,149.0,149.0,596.0,1,149.0,149.0,149.0,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,119.2,149.0,0.0,0.0,0
515,516,7,5,414.093,10,24.99,24.99,224.91,2,24.99,24.99,49.98,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,22.491,24.99,0.0,0.0,0
516,517,7,5,1417.565,30,3.99,19.99,276.84,3,3.99,3.99,11.97,5.0,y,completely orderable,233,8500.0,577.0,359.0,12.0,58.0,2.0,65.0,y,9.228,3.99,15.999999999999998,0.0,0
517,518,7,5,13810.018,39,15.99,119.99,1759.67,7,17.99,119.99,309.95,4.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,45.11974358974359,44.278571428571425,104.0,102.0,0
518,519,7,5,1271.859,32,10.99,22.99,322.54,4,19.95,22.99,62.89,5.0,y,completely orderable,234,5000.0,495.0,116.0,151.0,41.0,2.0,11.0,y,10.079375,15.7225,11.999999999999998,3.039999999999999,0
519,520,7,5,16798.938000000002,200,5.0,99.99,3465.37,15,6.0,34.99,269.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,17.32685,17.99866666666667,94.99,28.990000000000002,0
520,521,7,5,184.25599999999997,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5.0,y,completely orderable,235,8500.0,487.0,253.0,10.0,40.0,1.0,40.0,y,59.99,59.99,0.0,0.0,0
521,522,7,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
522,523,7,5,10898.031,198,4.99,89.99,5165.08,30,6.95,89.95,842.43,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,26.086262626262627,28.081,85.0,83.0,0
523,524,7,5,3338.6459999999997,56,7.99,69.99,1549.15,3,19.99,59.95,102.93,5.0,y,completely orderable,236,2500.0,550.0,212.0,18.0,38.0,2.0,25.0,y,27.66339285714286,34.31,61.99999999999999,39.96000000000001,0
524,525,7,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
525,526,7,5,1566.9489999999998,40,18.0,59.99,1158.61,14,18.0,59.99,397.88,5.0,y,completely orderable,237,5000.0,477.0,98.0,13.0,53.0,2.0,15.0,y,28.965249999999997,28.419999999999998,41.99,41.99,0
526,527,7,5,4.77,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,299.995,299.995,0.0,0.0,0
527,528,7,5,6.881,2,29.99,29.99,59.98,1,29.99,29.99,29.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,29.99,29.99,0.0,0.0,0
528,529,7,5,63.364,2,49.99,49.99,99.98,2,49.99,49.99,99.98,1.0,y,completely orderable,238,4000.0,534.0,149.0,6.0,39.0,2.0,26.0,y,49.99,49.99,0.0,0.0,0
529,530,7,5,8.027000000000001,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
530,531,7,5,76.36399999999999,7,3.99,29.99,82.93,7,3.99,29.99,82.93,5.0,y,completely orderable,239,2500.0,513.0,293.0,36.0,55.0,2.0,17.0,y,11.847142857142858,11.847142857142858,26.0,26.0,0
531,532,7,5,2493.783,9,29.99,229.99,719.92,1,29.99,29.99,29.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,79.99111111111111,29.99,200.0,0.0,0
532,533,7,5,691.4939999999999,20,9.99,39.99,562.81,11,9.99,39.99,262.89,5.0,y,completely orderable,240,2500.0,543.0,153.0,7.0,41.0,2.0,11.0,n,28.140499999999996,23.89909090909091,30.0,30.0,0
533,534,7,5,870.565,12,8.99,199.99,1613.95,1,149.0,149.0,149.0,5.0,y,completely orderable,241,2500.0,439.0,209.0,22.0,41.0,1.0,110.0,y,134.49583333333334,149.0,191.0,0.0,0
534,535,7,5,1878.88,13,3.99,34.99,225.87,1,14.99,14.99,14.99,1.0,y,completely orderable,242,4000.0,553.0,223.0,4.0,49.0,1.0,14.0,n,17.374615384615385,14.99,31.0,0.0,0
535,536,7,5,4.6339999999999995,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,299.995,299.995,0.0,0.0,0
536,537,7,5,10552.765,37,4.99,99.95,848.39,5,4.99,49.99,99.95,1.0,y,completely orderable,243,300.0,388.0,6.0,1.0,33.0,1.0,32.0,y,22.92945945945946,19.990000000000002,94.96000000000001,45.0,0
537,538,7,5,69.778,4,29.99,29.99,59.98,1,29.99,29.99,29.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,14.995,29.99,0.0,0.0,0
538,539,7,5,175.40200000000002,6,8.9,29.99,128.86,1,29.99,29.99,29.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,21.47666666666667,29.99,21.089999999999996,0.0,0
539,540,7,5,193.68099999999998,7,49.99,69.99,259.96,1,69.99,69.99,69.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,37.137142857142855,69.99,19.999999999999993,0.0,0
540,541,7,5,3.67,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,49.99,49.99,0.0,0.0,0
541,542,7,5,581.134,5,14.99,14.99,74.95,0,0.0,0.0,0.0,5.0,y,completely orderable,244,2700.0,571.0,221.0,6.0,44.0,2.0,155.0,n,14.99,0.0,0.0,0.0,0
542,543,7,5,831.069,13,24.99,29.99,384.87,3,29.99,29.99,89.97,5.0,y,completely orderable,245,200.0,401.0,76.0,7.0,45.0,2.0,20.0,y,29.605384615384615,29.99,5.0,0.0,0
543,544,7,5,1162.521,18,9.99,39.99,481.82,2,9.99,29.99,39.98,1.0,y,completely orderable,246,800.0,567.0,221.0,3.0,48.0,1.0,115.0,y,26.767777777777777,19.99,30.0,20.0,0
544,545,7,5,1438.961,52,1.0,189.99,1115.87,2,3.0,10.0,13.0,1.0,y,desconhecida,247,300.0,475.0,83.0,8.0,29.0,2.0,22.0,n,21.45903846153846,6.5,188.99,7.0,0
545,546,7,5,585.055,34,0.19,64.99,1845.89,5,3.0,64.99,257.96,5.0,y,completely orderable,248,1500.0,545.0,27.0,81.0,29.0,1.0,25.0,y,54.29088235294118,51.592,64.8,61.989999999999995,0
546,547,7,5,255.452,2,119.99,119.99,239.98,1,119.99,119.99,119.99,1.0,y,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,119.99,119.99,0.0,0.0,0
547,548,7,5,261.793,4,17.99,34.99,87.97,1,34.99,34.99,34.99,1.0,y,desconhecida,249,1400.0,509.0,233.0,10.0,53.0,2.0,21.0,n,21.9925,34.99,17.000000000000004,0.0,0
548,549,7,5,212.255,2,59.99,59.99,119.98,1,59.99,59.99,59.99,1.0,y,completely orderable,250,600.0,70.0,44.0,1.0,34.0,1.0,306.0,y,59.99,59.99,0.0,0.0,0
549,550,7,5,2964.36,54,9.99,46.0,1252.3,7,17.99,34.99,152.93,5.0,y,completely orderable,251,3400.0,494.0,220.0,14.0,44.0,2.0,21.0,y,23.19074074074074,21.84714285714286,36.01,17.000000000000004,0
550,551,7,5,4.494,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,299.995,299.995,0.0,0.0,0
551,552,7,5,771.8589999999999,8,139.99,1199.0,5174.97,3,139.99,1199.0,2037.99,5.0,y,completely orderable,252,300.0,445.0,0.0,0.0,34.0,2.0,29.0,y,646.87125,679.33,1059.01,1059.01,0
552,553,7,5,2385.2889999999998,13,13.99,89.95,396.73,3,13.99,34.99,68.93,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,30.517692307692307,22.97666666666667,75.96000000000001,21.0,0
553,554,7,5,351.548,9,24.99,39.99,329.91,1,39.99,39.99,39.99,5.0,y,completely orderable,253,1300.0,547.0,80.0,11.0,41.0,2.0,20.0,y,36.656666666666666,39.99,15.000000000000004,0.0,0
554,555,7,5,2681.264,97,4.99,169.95,3663.03,13,4.99,169.95,356.8,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,37.76319587628866,27.446153846153848,164.95999999999998,164.95999999999998,0
555,556,7,5,3.3710000000000004,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,299.995,299.995,0.0,0.0,0
556,557,7,5,2924.87,51,5.0,79.99,830.71,2,5.0,14.99,19.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,16.28843137254902,9.995,74.99,9.99,0
557,558,7,5,801.076,19,14.99,49.99,466.82,18,14.99,49.99,466.82,1.0,y,mainly orderable,254,1500.0,562.0,220.0,1.0,53.0,2.0,135.0,n,24.569473684210525,25.934444444444445,35.0,35.0,0
558,559,7,5,169.299,3,69.99,119.99,279.97,3,69.99,119.99,279.97,1.0,y,desconhecida,255,4000.0,506.0,277.0,18.0,44.0,2.0,10.0,n,93.32333333333334,93.32333333333334,50.0,50.0,0
559,560,7,5,5.495,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,49.99,49.99,0.0,0.0,0
560,561,7,5,428.806,36,17.95,69.95,1507.27,2,17.95,59.9,77.85,1.0,y,completely orderable,256,2600.0,475.0,172.0,17.0,35.0,2.0,17.0,y,41.86861111111111,38.925,52.0,41.95,0
561,562,7,5,265.954,1,59.99,59.99,59.99,1,59.99,59.99,59.99,4.0,y,completely orderable,257,0.0,70.0,0.0,0.0,56.0,2.0,18.0,n,59.99,59.99,0.0,0.0,0
562,563,7,5,37.352,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
563,564,7,5,1918.2120000000002,31,13.99,69.99,993.72,8,22.99,39.99,235.92,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,32.05548387096774,29.49,55.99999999999999,17.000000000000004,0
564,565,7,5,355.423,5,79.99,79.99,159.98,1,79.99,79.99,79.99,1.0,y,completely orderable,258,1500.0,528.0,304.0,15.0,48.0,2.0,44.0,y,31.996,79.99,0.0,0.0,0
565,566,7,5,3220.967,127,2.99,49.99,945.63,5,5.0,5.99,25.99,1.0,y,desconhecida,259,600.0,569.0,28.0,3.0,38.0,2.0,15.0,n,7.445905511811024,5.1979999999999995,47.0,0.9900000000000002,0
566,567,7,5,23.113000000000003,2,549.99,549.99,1099.98,1,549.99,549.99,549.99,4.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,549.99,549.99,0.0,0.0,0
567,568,7,5,424.94,3,399.99,399.99,1199.97,1,399.99,399.99,399.99,1.0,y,completely orderable,260,4500.0,588.0,127.0,13.0,45.0,1.0,11.0,n,399.99,399.99,0.0,0.0,0
568,569,7,5,50.268,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,y,completely orderable,47,300.0,537.0,5.0,0.0,53.0,1.0,32.0,n,6.99,6.99,0.0,0.0,0
569,570,7,5,230.187,6,74.95,74.99,449.9,2,74.99,74.99,149.98,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,74.98333333333333,74.99,0.03999999999999204,0.0,0
570,571,7,5,337.939,3,10.92,10.92,32.76,1,10.92,10.92,10.92,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,10.92,10.92,0.0,0.0,0
571,572,7,5,12.505,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,y,completely orderable,47,300.0,537.0,5.0,0.0,53.0,1.0,32.0,n,6.99,6.99,0.0,0.0,0
572,573,7,5,1105.222,46,3.99,29.99,761.3,7,3.99,29.99,102.89,5.0,y,completely orderable,261,3700.0,529.0,355.0,21.0,51.0,2.0,14.0,y,16.55,14.698571428571428,26.0,26.0,0
573,574,7,5,3910.4629999999997,39,3.99,19.95,144.73,4,3.99,19.95,41.92,5.0,n,completely orderable,262,1000.0,573.0,166.0,15.0,52.0,2.0,67.0,y,3.711025641025641,10.48,15.959999999999999,15.959999999999999,0
574,575,7,5,267.976,13,3.0,29.99,262.91,2,29.99,29.99,59.98,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,20.223846153846157,29.99,26.99,0.0,0
575,576,7,5,1000.0319999999999,13,7.99,39.99,209.38,5,7.99,39.99,81.95,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,16.106153846153845,16.39,32.0,32.0,0
576,577,7,5,308.658,13,159.99,999.99,3595.9,3,159.99,229.99,611.98,1.0,y,mainly orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,276.60769230769233,203.99333333333334,840.0,70.0,0
577,578,7,5,29.898000000000003,2,34.95,34.95,69.9,1,34.95,34.95,34.95,1.0,y,completely not orderable,263,800.0,541.0,267.0,14.0,47.0,2.0,49.0,n,34.95,34.95,0.0,0.0,0
578,579,7,5,9885.286,126,1.0,39.99,922.64,8,1.0,29.99,96.95,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,7.3225396825396825,12.11875,38.99,28.99,0
579,580,7,5,2341.001,33,17.95,550.0,3786.56,2,99.99,299.0,398.99,5.0,y,completely orderable,264,3000.0,566.0,171.0,15.0,55.0,2.0,24.0,y,114.74424242424243,199.495,532.05,199.01,0
580,581,7,5,772.702,29,7.99,39.99,653.55,9,7.99,39.99,218.12,2.0,y,completely orderable,265,1400.0,487.0,24.0,38.0,27.0,2.0,60.0,n,22.53620689655172,24.235555555555557,32.0,32.0,0
581,582,7,5,236.737,5,19.99,19.99,59.97,1,19.99,19.99,19.99,1.0,desconhecida,desconhecida,266,300.0,504.0,7.0,5.0,37.0,2.0,52.0,n,11.994,19.99,0.0,0.0,0
582,583,7,5,103.587,2,199.99,199.99,399.98,1,199.99,199.99,199.99,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,199.99,199.99,0.0,0.0,0
583,584,7,5,2857.03,5,54.99,54.99,274.95,2,54.99,54.99,109.98,1.0,y,completely orderable,267,600.0,582.0,37.0,1.0,44.0,2.0,77.0,y,54.989999999999995,54.99,0.0,0.0,0
584,585,7,5,1033.149,55,3.0,10.0,389.98,4,4.99,10.0,21.99,1.0,y,completely orderable,268,900.0,524.0,17.0,30.0,29.0,2.0,12.0,y,7.090545454545455,5.4975,7.0,5.01,0
585,586,7,5,1146.405,10,29.99,44.99,227.94,2,29.99,44.99,74.98,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,22.794,37.49,15.000000000000004,15.000000000000004,0
586,587,7,5,2044.986,82,21.0,999.99,37120.19,2,199.99,339.99,539.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,452.685243902439,269.99,978.99,140.0,0
587,588,7,5,0.0,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
588,589,7,5,285.077,3,19.99,69.99,89.98,3,19.99,69.99,89.98,5.0,y,completely orderable,269,300.0,70.0,14.0,0.0,26.0,2.0,21.0,y,29.993333333333336,29.993333333333336,50.0,50.0,0
589,590,7,5,1437.4070000000002,33,14.99,49.99,816.67,7,14.99,29.99,167.94,1.0,y,completely orderable,270,600.0,477.0,188.0,9.0,34.0,2.0,37.0,y,24.747575757575756,23.99142857142857,35.0,14.999999999999998,0
590,591,7,5,72.1,3,499.99,499.99,999.98,1,499.99,499.99,499.99,1.0,y,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,333.32666666666665,499.99,0.0,0.0,0
591,592,7,5,280.803,10,1.0,19.99,82.48,3,1.0,10.0,16.0,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,8.248000000000001,5.333333333333333,18.99,9.0,0
592,593,7,5,4320.477,24,169.99,949.99,9749.78,2,229.99,949.99,1179.98,4.0,y,completely orderable,271,600.0,70.0,112.0,2.0,48.0,2.0,590.0,n,406.24083333333334,589.99,780.0,720.0,0
593,594,7,5,660.5139999999999,18,14.95,64.95,859.46,3,39.99,64.95,144.93,5.0,y,completely orderable,272,600.0,419.0,49.0,3.0,37.0,1.0,144.0,y,47.74777777777778,48.31,50.0,24.96,0
594,595,7,5,437.131,24,14.0,39.99,433.91,3,14.0,19.99,48.99,1.0,y,completely orderable,273,500.0,557.0,4.0,3.0,24.0,2.0,117.0,y,18.079583333333336,16.330000000000002,25.990000000000002,5.989999999999998,0
595,596,7,5,109.93,1,59.99,59.99,59.99,1,59.99,59.99,59.99,1.0,y,completely orderable,274,3000.0,511.0,172.0,13.0,44.0,1.0,116.0,y,59.99,59.99,0.0,0.0,0
596,597,7,5,1377.3629999999998,16,9.99,19.99,232.84,3,9.99,19.99,39.97,1.0,y,completely orderable,275,600.0,513.0,20.0,1.0,33.0,2.0,442.0,y,14.5525,13.323333333333332,9.999999999999998,9.999999999999998,0
597,598,7,5,37.566,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,y,completely orderable,47,300.0,537.0,5.0,0.0,53.0,1.0,32.0,n,6.99,6.99,0.0,0.0,0
598,599,7,5,1167.961,7,59.99,219.0,1214.98,4,59.99,219.0,557.98,1.0,y,completely orderable,276,4000.0,567.0,184.0,7.0,50.0,2.0,61.0,y,173.56857142857143,139.495,159.01,159.01,0
599,600,7,5,236.412,17,49.99,329.99,1259.92,3,49.99,329.99,439.97,5.0,y,completely orderable,277,0.0,70.0,0.0,0.0,42.0,1.0,10.0,y,74.1129411764706,146.65666666666667,280.0,280.0,0
600,601,7,5,30.456,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.99,6.99,0.0,0.0,0
601,602,7,5,0.0,3,5.99,9.99,21.97,3,5.99,9.99,21.97,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,7.323333333333333,7.323333333333333,4.0,4.0,0
602,603,7,5,1386.4820000000002,32,299.99,1399.0,12489.97,1,1199.0,1199.0,1199.0,5.0,y,completely orderable,278,500.0,429.0,0.0,1.0,28.0,2.0,24.0,n,390.3115625,1199.0,1099.01,0.0,0
603,604,7,5,323.268,19,7.99,19.99,131.88,3,9.99,9.99,29.97,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,6.941052631578947,9.99,11.999999999999998,0.0,0
604,605,7,5,589.56,5,26.99,49.99,164.81,1,26.99,26.99,26.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,32.962,26.99,23.000000000000004,0.0,0
605,606,7,5,4.506,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,299.995,299.995,0.0,0.0,0
606,607,7,5,128.11700000000002,3,24.99,59.99,144.97,1,59.99,59.99,59.99,1.0,y,completely orderable,279,200.0,80.0,79.0,1.0,35.0,2.0,58.0,y,48.32333333333333,59.99,35.0,0.0,0
607,608,7,5,359.288,6,39.99,5999.99,21539.94,1,5999.99,5999.99,5999.99,4.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,3589.99,5999.99,5960.0,0.0,0
608,609,7,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
609,610,7,5,3809.843,104,3.0,99.99,1590.82,4,79.99,89.99,339.96,5.0,y,completely orderable,280,7700.0,534.0,104.0,15.0,45.0,2.0,189.0,y,15.296346153846153,84.99,96.99,10.0,0
610,611,7,5,1176.0,8,499.99,899.99,6249.92,1,799.99,799.99,799.99,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,781.24,799.99,400.0,0.0,0
611,612,7,5,56.104,2,17.99,349.99,367.98,2,17.99,349.99,367.98,1.0,y,desconhecida,281,3000.0,588.0,84.0,4.0,63.0,1.0,181.0,n,183.99,183.99,332.0,332.0,0
612,613,7,5,1977.695,19,14.99,69.99,639.87,4,14.99,69.99,189.96,1.0,y,completely orderable,282,1400.0,480.0,18.0,37.0,26.0,2.0,14.0,y,33.677368421052634,47.49,54.99999999999999,54.99999999999999,0
613,614,7,5,663.0139999999999,2,14.95,14.95,29.9,1,14.95,14.95,14.95,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,14.95,14.95,0.0,0.0,0
614,615,7,5,8.172,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,y,completely orderable,47,300.0,537.0,5.0,0.0,53.0,1.0,32.0,n,6.99,6.99,0.0,0.0,0
615,616,7,5,84.37899999999999,2,11.99,15.0,26.99,2,11.99,15.0,26.99,1.0,y,desconhecida,283,300.0,389.0,1.0,0.0,44.0,2.0,44.0,n,13.495,13.495,3.01,3.01,0
616,617,7,5,594.559,10,24.99,319.99,864.9,1,69.99,69.99,69.99,5.0,y,completely orderable,284,2900.0,492.0,224.0,8.0,52.0,2.0,46.0,y,86.49,69.99,295.0,0.0,0
617,618,7,5,0.0,3,99.99,169.0,398.98,3,99.99,169.0,398.98,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,132.99333333333334,132.99333333333334,69.01,69.01,0
618,619,7,5,228.357,1,59.99,59.99,59.99,1,59.99,59.99,59.99,1.0,y,completely orderable,285,300.0,577.0,2.0,2.0,40.0,1.0,98.0,y,59.99,59.99,0.0,0.0,0
619,620,7,5,301.686,13,24.95,49.95,454.43,3,24.95,49.95,114.85,1.0,desconhecida,desconhecida,286,2500.0,453.0,223.0,13.0,42.0,2.0,354.0,n,34.956153846153846,38.28333333333333,25.000000000000004,25.000000000000004,0
620,621,7,5,1424.611,6,13.99,16.99,61.96,2,13.99,16.99,30.98,5.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,10.326666666666666,15.49,2.9999999999999982,2.9999999999999982,0
621,622,7,5,149.52700000000002,4,12.49,19.99,57.46,1,12.49,12.49,12.49,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,14.365,12.49,7.499999999999998,0.0,0
622,623,7,5,774.155,2,229.0,229.0,458.0,1,229.0,229.0,229.0,1.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,y,229.0,229.0,0.0,0.0,0
623,624,7,5,10.462,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,y,completely orderable,47,300.0,537.0,5.0,0.0,53.0,1.0,32.0,n,6.99,6.99,0.0,0.0,0
624,625,7,5,1284.764,15,4.99,9.99,97.89,4,4.99,9.99,34.96,2.0,y,completely orderable,287,1400.0,519.0,60.0,28.0,32.0,2.0,21.0,y,6.526,8.74,5.0,5.0,0
625,626,7,5,885.34,19,4.99,429.99,5046.82,3,4.99,299.99,604.97,5.0,y,completely orderable,288,10200.0,528.0,376.0,496.0,53.0,1.0,10.0,y,265.6221052631579,201.65666666666667,425.0,295.0,0
626,627,7,5,503.01800000000003,5,3.99,89.99,103.97,2,3.99,9.99,13.98,5.0,y,completely orderable,289,8500.0,527.0,220.0,32.0,45.0,2.0,18.0,y,20.794,6.99,86.0,6.0,0
627,628,7,5,225.919,5,34.99,34.99,69.98,1,34.99,34.99,34.99,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,13.996,34.99,0.0,0.0,0
628,629,7,5,931.677,47,9.99,45.95,1133.37,7,9.99,39.99,174.93,1.0,y,completely orderable,290,1500.0,530.0,227.0,27.0,49.0,2.0,17.0,y,24.114255319148935,24.990000000000002,35.96,30.0,0
629,630,7,5,2710.3179999999998,14,7.99,239.95,2166.19,1,199.9,199.9,199.9,1.0,y,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,154.72785714285715,199.9,231.95999999999998,0.0,0
630,631,7,5,2360.221,85,8.0,799.0,12239.84,1,699.0,699.0,699.0,2.0,y,completely orderable,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,143.99811764705882,699.0,791.0,0.0,0
631,632,7,5,1577.016,21,209.99,1499.99,12999.54,2,499.99,649.99,1149.98,1.0,desconhecida,desconhecida,291,300.0,461.0,264.0,11.0,41.0,2.0,11.0,n,619.0257142857143,574.99,1290.0,150.0,0
632,633,7,5,0.0,1,14.99,14.99,14.99,1,14.99,14.99,14.99,1.0,desconhecida,desconhecida,,0.0,70.0,0.0,0.0,19.0,1.0,10.0,n,14.99,14.99,0.0,0.0,0
