,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,bInterval,cInterval,new_user,onlineStatus_ n,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not orderable,availability_ mainly orderable,availability_ mixed
478,479,19,7,894.877,7,3.99,29.99,183.93,3,3.99,29.99,63.97,1.0,1000.0,569.0,220.0,2.0,43.0,2.0,64.0,0.03602120104976071,0.04130145472901656,26.0,26.0,0,0,1,0,1,0,0,0,0
479,480,19,7,9.854,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,34.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0
480,481,19,7,1584.38,18,9.99,299.99,4224.84,6,9.99,299.99,1224.94,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.0041065138435144475,0.004300689331476427,290.0,290.0,0,0,1,0,1,0,0,0,0
481,482,19,7,900.427,13,17.95,59.95,431.63,7,17.95,59.95,235.81,1.0,4000.0,508.0,196.0,9.0,50.0,2.0,45.0,0.02764089709008073,0.02648405281676819,42.0,42.0,0,0,0,0,0,1,0,0,0
482,483,19,7,2428.413,36,24.99,79.99,534.9,2,49.99,49.99,99.98,1.0,300.0,498.0,2.0,2.0,20.0,2.0,13.0,0.06845127332659896,0.020004000800160033,0.0,55.0,0,0,1,0,1,0,0,0,0
483,484,19,7,905.13,29,3.99,49.99,506.84,3,3.99,29.99,53.97,1.0,5000.0,577.0,184.0,13.0,45.0,2.0,189.0,0.05836896299565855,0.05102104306922683,26.0,46.0,0,0,1,0,1,0,0,0,0
484,485,19,7,72.811,4,19.99,19.99,79.96,1,19.99,19.99,19.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.05002501250625313,0.05002501250625313,0.0,0.0,0,0,0,0,0,1,0,0,0
485,486,19,7,2468.502,52,3.99,54.99,742.92,7,3.99,54.99,126.93,1.0,1700.0,414.0,24.0,13.0,35.0,2.0,6.0,0.0694906483329637,0.0506003036018216,51.0,51.0,0,0,1,0,1,0,0,0,0
486,487,19,7,556.403,2,299.99,299.99,599.98,1,299.99,299.99,299.99,5.0,800.0,399.0,2.0,4.0,28.0,2.0,19.0,0.0033334444481482716,0.0033334444481482716,0.0,0.0,0,0,1,0,1,0,0,0,0
487,488,19,7,1638.61,42,7.99,29.99,720.66,7,7.99,29.99,151.93,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.0605303574344155,0.04773032983517538,22.0,22.0,0,0,1,0,1,0,0,0,0
488,489,19,7,7431.391,4,14.99,19.99,69.96,4,14.99,19.99,69.96,1.0,600.0,609.0,195.0,6.0,64.0,2.0,28.0,0.05610622779128484,0.05610622779128484,4.999999999999998,4.999999999999998,0,0,1,0,1,0,0,0,0
489,490,19,7,182.804,6,10.0,29.99,159.95,1,29.99,29.99,29.99,5.0,5000.0,446.0,2.0,5.0,42.0,2.0,5.0,0.037511722413254144,0.03334444814938313,0.0,19.99,0,0,1,0,1,0,0,0,0
490,491,19,7,29.494,1,29.99,29.99,29.99,1,29.99,29.99,29.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,1,0,0,1,0,0,0
491,492,19,7,706.028,3,429.99,699.99,1559.97,1,429.99,429.99,429.99,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.0019231139060366545,0.002325635479894881,0.0,270.0,0,0,1,0,1,0,0,0,0
492,493,19,7,28.771,2,3.99,3.99,7.98,1,3.99,3.99,3.99,1.0,900.0,556.0,145.0,9.0,32.0,2.0,7.0,0.2506265664160401,0.2506265664160401,0.0,0.0,0,0,0,0,0,1,0,0,0
493,494,19,7,5493.694,133,6.9,79.95,2014.36,6,11.95,22.95,90.74,1.0,900.0,482.0,74.0,37.0,34.0,2.0,10.0,0.06394265640777666,0.0651827196449622,11.0,73.05,0,0,1,0,1,0,0,0,0
494,495,19,7,4052.917,62,14.99,79.99,1864.94,1,24.99,24.99,24.99,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.03312804954708174,0.040016006402561026,0.0,65.0,0,0,1,0,1,0,0,0,0
495,496,19,7,103.611,9,9.99,29.99,169.91,2,9.99,29.99,39.98,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.06367688529063949,0.06003602161296778,20.0,20.0,0,0,0,0,0,1,0,0,0
496,497,19,7,214.516,14,8.99,54.99,362.87,10,8.99,54.99,232.91,5.0,10500.0,575.0,223.0,54.0,51.0,2.0,10.0,0.03880400871279342,0.04246760843262473,46.0,46.0,0,0,1,0,1,0,0,0,0
497,498,19,7,174.02,3,99.99,149.99,399.97,1,149.99,149.99,149.99,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.007500562542190664,0.006667111140742716,0.0,50.000000000000014,0,0,1,0,1,0,0,0,0
498,499,19,7,691.518,8,8.99,20.76,130.23,2,8.99,20.76,29.75,1.0,300.0,536.0,1.0,2.0,33.0,2.0,49.0,0.05773672055427252,0.05939417937042169,11.770000000000001,11.770000000000001,0,0,0,0,0,1,0,0,0
499,500,19,7,2015.75,51,9.99,49.95,1063.25,4,17.95,19.97,73.9,1.0,500.0,449.0,2.0,4.0,39.0,1.0,13.0,0.048326787374422024,0.05420518087412988,2.0199999999999996,39.96,0,0,1,0,1,0,0,0,0
500,501,19,7,684.565,23,9.99,79.99,751.81,3,9.99,79.99,105.94,1.0,1700.0,517.0,51.0,5.0,28.0,2.0,6.0,0.032346604268616796,0.026381099407890872,70.0,70.0,0,0,1,0,1,0,0,0,0
501,502,19,7,2717.719,87,1.0,16.8,394.35,2,3.99,4.99,8.98,1.0,800.0,548.0,52.0,1.0,23.0,2.0,6.0,0.21836422882948653,0.2232460931933692,1.0,15.8,0,0,1,0,1,0,0,0,0
502,503,19,7,42.203,4,49.99,49.99,149.97,1,49.99,49.99,49.99,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.026672001066880044,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0
503,504,19,7,427.634,11,14.99,199.99,551.9,2,17.99,199.99,217.98,1.0,4000.0,598.0,54.0,9.0,58.0,2.0,209.0,0.026995538632036603,0.012713480527185659,182.0,185.0,0,0,0,0,0,1,0,0,0
504,505,19,7,1282.5710000000001,35,17.99,49.99,205.27,2,17.99,49.99,67.98,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.08115437144949625,0.023815194093831864,32.0,32.0,0,0,1,0,1,0,0,0,0
505,506,19,7,160.422,7,5.99,5.99,41.93,3,5.99,5.99,17.97,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.1669449081803005,0.1669449081803005,0.0,0.0,0,0,1,0,0,1,0,0,0
506,507,19,7,2169.256,80,3.99,1699.99,16217.38,9,3.99,24.99,140.91,5.0,2100.0,575.0,108.0,37.0,54.0,2.0,12.0,0.004628825749762938,0.06374431119083267,21.0,1696.0,0,0,1,0,1,0,0,0,0
507,508,19,7,646.271,8,0.0,19.99,61.96,2,3.99,19.99,23.98,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.12712733237646096,0.07614489285325791,15.999999999999998,19.99,0,0,1,0,1,0,0,0,0
508,509,19,7,744.2460000000001,5,99.99,199.99,499.96,3,99.99,99.99,299.97,5.0,600.0,425.0,42.0,29.0,34.0,2.0,37.0,0.010000788523710523,0.010001000100009998,0.0,100.00000000000001,0,0,1,0,1,0,0,0,0
509,510,19,7,194.892,4,9.99,9.99,39.96,1,9.99,9.99,9.99,1.0,600.0,530.0,158.0,0.0,45.0,2.0,135.0,0.10010010010010009,0.10010010010010009,0.0,0.0,0,0,1,0,1,0,0,0,0
510,511,19,7,968.829,15,7.0,7.0,77.0,3,7.0,7.0,21.0,1.0,600.0,571.0,222.0,3.0,58.0,2.0,67.0,0.20048019207683074,0.14285714285714285,0.0,0.0,0,0,1,0,1,0,0,0,0
511,512,19,7,110.976,4,15.99,49.99,145.96,1,49.99,49.99,49.99,1.0,600.0,469.0,148.0,11.0,34.0,2.0,9.0,0.027404768429706766,0.020004000800160033,0.0,34.0,0,0,0,0,0,1,0,0,0
512,513,19,7,59.82899999999999,3,11.99,11.99,23.98,1,11.99,11.99,11.99,1.0,600.0,520.0,223.0,4.0,55.0,2.0,340.0,0.12510425354462051,0.08340283569641367,0.0,0.0,0,0,0,0,0,1,0,0,0
513,514,19,7,269.138,2,9.99,9.99,19.98,1,9.99,9.99,9.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.10010010010010009,0.10010010010010009,0.0,0.0,0,0,1,0,1,0,0,0,0
514,515,19,7,1653.848,22,7.99,8.99,173.79,9,7.99,8.99,72.91,5.0,600.0,530.0,11.0,1.0,24.0,2.0,210.0,0.12717456508698263,0.12285992373111228,1.0,1.0,0,0,1,0,1,0,0,0,0
515,516,19,7,101.62700000000001,1,17.99,17.99,17.99,1,17.99,17.99,17.99,1.0,1000.0,567.0,114.0,10.0,70.0,2.0,29.0,0.05558643690939411,0.05558643690939411,0.0,0.0,0,0,1,0,1,0,0,0,0
516,517,19,7,1399.601,7,49.99,299.99,1849.93,1,299.99,299.99,299.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.00383248220291077,0.003333444448148272,0.0,250.0,0,0,1,0,1,0,0,0,0
517,518,19,7,191.30200000000002,2,3.99,9.99,13.98,2,3.99,9.99,13.98,5.0,2500.0,525.0,442.0,16.0,64.0,2.0,11.0,0.14886994180538637,0.14886994180538637,6.0,6.0,0,0,1,0,1,0,0,0,0
518,519,19,7,313.78,12,9.99,9.99,89.91,4,9.99,9.99,39.96,1.0,1100.0,516.0,223.0,16.0,48.0,1.0,14.0,0.16502989475962448,0.10010010010010009,0.0,0.0,0,0,1,0,1,0,0,0,0
519,520,19,7,306.278,3,3.99,39.99,73.97,3,3.99,39.99,73.97,1.0,1200.0,80.0,342.0,2.0,57.0,2.0,8.0,0.039048699306420714,0.039048699306420714,36.0,36.0,0,0,1,0,1,0,0,0,0
520,521,19,7,1400.984,63,1.0,34.99,302.96,3,5.0,5.0,15.0,1.0,500.0,559.0,7.0,8.0,21.0,2.0,6.0,0.20858589460172572,0.2,0.0,33.99,0,0,1,0,1,0,0,0,0
521,522,19,7,1320.6629999999998,6,469.99,499.99,2969.94,1,499.99,499.99,499.99,1.0,4000.0,472.0,316.0,14.0,78.0,2.0,43.0,0.002020740685247952,0.0020000400008000165,0.0,30.0,0,0,1,0,1,0,0,0,0
522,523,19,7,60.098,3,249.99,249.99,499.98,1,249.99,249.99,249.99,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.006000240009600383,0.004000160006400256,0.0,0.0,0,0,1,0,1,0,0,0,0
523,524,19,7,1088.816,10,3.99,2799.99,2928.91,3,3.99,19.99,38.97,1.0,800.0,70.0,114.0,1.0,42.0,1.0,345.0,0.006315656512494475,0.07354486236604328,15.999999999999998,2796.0,0,0,1,0,1,0,0,0,0
524,525,19,7,1271.563,43,9.99,89.95,1654.01,4,24.99,49.99,169.96,1.0,600.0,546.0,20.0,7.0,46.0,2.0,111.0,0.02644505144842106,0.025322866548493292,25.000000000000004,79.96000000000001,0,0,0,0,0,1,0,0,0
525,526,19,7,172.43900000000002,2,74.99,74.99,149.98,2,74.99,74.99,149.98,1.0,4000.0,496.0,166.0,21.0,57.0,2.0,40.0,0.013335111348179758,0.013335111348179758,0.0,0.0,0,0,1,0,1,0,0,0,0
526,527,19,7,243.715,5,3.99,49.99,124.95,5,3.99,49.99,124.95,5.0,8500.0,575.0,524.0,11.0,79.0,2.0,7.0,0.040338846308995556,0.040338846308995556,46.0,46.0,0,0,1,0,1,0,0,0,0
527,528,19,7,594.649,8,24.99,29.99,219.92,1,29.99,29.99,29.99,5.0,800.0,445.0,66.0,10.0,34.0,2.0,28.0,0.036376864314296105,0.03334444814938312,0.0,5.0,0,0,1,0,1,0,0,0,0
528,529,19,7,94.95,6,39.99,39.99,239.94,1,39.99,39.99,39.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.025006251562890724,0.02500625156289072,0.0,0.0,0,0,0,0,0,1,0,0,0
529,530,19,7,3650.573,99,12.95,39.99,1838.8,25,12.95,29.99,482.67,5.0,5000.0,614.0,19.0,61.0,34.0,2.0,4.0,0.054557583983229206,0.05319003159521436,17.04,27.040000000000003,0,0,1,0,1,0,0,0,0
530,531,19,7,1070.899,29,14.99,64.95,952.49,2,17.99,34.99,52.98,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.030313867742979277,0.03684076288718225,17.000000000000004,49.96,0,0,1,0,1,0,0,0,0
531,532,19,7,434.397,2,299.99,299.99,599.98,1,299.99,299.99,299.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.003333444448148271,0.003333444448148271,0.0,0.0,0,0,1,0,1,0,0,0,0
532,533,19,7,397.44199999999995,10,9.99,14.99,64.94,2,9.99,9.99,19.98,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.1413094677343382,0.1001001001001001,0.0,5.0,0,0,0,0,0,1,0,0,0
533,534,19,7,1189.141,18,19.99,49.99,499.77,1,49.99,49.99,49.99,1.0,600.0,566.0,219.0,3.0,42.0,2.0,250.0,0.03601656762110571,0.020004000800160033,0.0,30.000000000000004,0,0,0,0,0,1,0,0,0
534,535,19,7,261.839,2,19.99,19.99,19.99,1,19.99,19.99,19.99,1.0,900.0,546.0,33.0,5.0,38.0,2.0,95.0,0.10005002501250626,0.05002501250625313,0.0,0.0,0,0,1,0,1,0,0,0,0
535,536,19,7,1097.001,35,1.0,3.0,86.0,2,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.4563106796116505,0.3333333333333333,0.0,2.0,0,0,0,0,0,1,0,0,0
536,537,19,7,1229.776,55,0.0,39.99,631.78,6,0.0,11.99,33.98,1.0,600.0,573.0,98.0,25.0,32.0,2.0,26.0,0.09065196896076584,0.16066747470191953,11.99,39.99,0,0,1,0,1,0,0,0,0
537,538,19,7,539.99,10,19.99,19.99,119.94,1,19.99,19.99,19.99,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.08337502084375521,0.05002501250625313,0.0,0.0,0,0,1,0,1,0,0,0,0
538,539,19,7,2044.309,63,3.99,69.95,1792.03,8,3.99,59.95,267.88,1.0,900.0,503.0,58.0,6.0,31.0,2.0,30.0,0.030263281868386425,0.026487637404619034,55.96,65.96000000000001,0,0,1,0,1,0,0,0,0
539,540,19,7,108.956,1,659.99,659.99,659.99,1,659.99,659.99,659.99,1.0,500.0,525.0,9.0,5.0,65.0,1.0,174.0,0.00151517447234049,0.00151517447234049,0.0,0.0,0,0,1,0,1,0,0,0,0
540,541,19,7,845.952,15,9.99,39.99,374.85,4,9.99,39.99,92.96,1.0,4000.0,533.0,55.0,6.0,52.0,1.0,40.0,0.040545220101380446,0.04395978388803017,30.0,30.0,0,0,1,0,1,0,0,0,0
541,542,19,7,12438.251,30,449.95,549.99,7149.81,1,549.99,549.99,549.99,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.003962809268125074,0.0018182148766341208,0.0,100.04000000000002,0,0,1,0,1,0,0,0,0
542,543,19,7,4236.529,80,6.99,45.99,1215.8,4,9.99,12.99,42.96,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.0726270753736993,0.09267840593141799,3.0,39.0,0,0,1,0,1,0,0,0,0
543,544,19,7,381.67,2,89.99,89.99,179.98,1,89.99,89.99,89.99,5.0,12700.0,553.0,345.0,11.0,52.0,2.0,26.0,0.011112345816201801,0.011112345816201801,0.0,0.0,0,0,1,0,1,0,0,0,0
544,545,19,7,108.039,3,179.99,189.99,559.97,1,189.99,189.99,189.99,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.005357429862314052,0.005263434917627243,0.0,10.0,0,0,1,0,1,0,0,0,0
545,546,19,7,763.3580000000001,4,49.99,664.0,1163.97,1,49.99,49.99,49.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.0034365146868046426,0.020004000800160033,0.0,614.01,0,0,0,0,0,1,0,0,0
546,547,19,7,87.111,5,29.99,34.99,159.95,1,29.99,29.99,29.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.03125976867771179,0.03334444814938313,0.0,5.0000000000000036,0,0,0,0,0,1,0,0,0
547,548,19,7,2487.535,60,6.99,59.95,1170.42,6,6.99,19.99,66.94,1.0,800.0,80.0,451.0,1.0,43.0,2.0,53.0,0.0503408612529032,0.08794338121361865,12.999999999999998,52.96,0,0,1,0,1,0,0,0,0
548,549,19,7,48.132,3,29.99,29.99,89.97,1,29.99,29.99,29.99,1.0,600.0,510.0,130.0,5.0,29.0,1.0,6.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,1,0,1,0,0,0,0
549,550,19,7,542.887,6,29.99,29.99,179.94,2,29.99,29.99,59.98,1.0,2200.0,80.0,92.0,1.0,41.0,2.0,50.0,0.03334444814938312,0.03334444814938313,0.0,0.0,0,0,1,0,1,0,0,0,0
550,551,19,7,754.4639999999999,11,59.99,1699.0,5283.94,2,62.99,1699.0,1761.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.003002536260040835,0.002118677733226693,1636.01,1639.01,0,0,0,0,0,1,0,0,0
551,552,19,7,431.99,3,99.99,199.99,499.97,1,199.99,199.99,199.99,1.0,4000.0,558.0,221.0,7.0,52.0,2.0,119.0,0.006000360021601296,0.005000250012500625,0.0,100.00000000000001,0,0,1,0,1,0,0,0,0
552,553,19,7,293.981,2,69.99,69.99,139.98,1,69.99,69.99,69.99,1.0,600.0,70.0,343.0,0.0,54.0,1.0,17.0,0.014287755393627661,0.014287755393627661,0.0,0.0,0,0,1,0,1,0,0,0,0
553,554,19,7,215.37900000000002,15,39.99,39.99,359.91,2,39.99,39.99,79.98,1.0,3300.0,532.0,51.0,5.0,55.0,2.0,88.0,0.0450112528132033,0.025006251562890724,0.0,0.0,0,0,0,0,0,1,0,0,0
554,555,19,7,4755.891,199,7.99,24.99,1659.74,10,9.99,15.99,110.9,1.0,600.0,559.0,21.0,2.0,43.0,2.0,8.0,0.11839735062251262,0.09527785806810757,6.0,17.0,0,0,1,0,1,0,0,0,0
555,556,19,7,965.475,30,17.99,69.99,469.83,4,17.99,69.99,147.96,1.0,500.0,507.0,16.0,5.0,39.0,1.0,95.0,0.05598180896563939,0.025741918876181366,52.0,52.0,0,0,1,0,1,0,0,0,0
556,557,19,7,96.43700000000001,8,9.99,29.99,149.92,2,9.99,19.99,29.98,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.05002501250625312,0.06003602161296778,9.999999999999998,20.0,0,0,0,0,0,1,0,0,0
557,558,19,7,280.18,6,11.99,99.99,451.94,1,99.99,99.99,99.99,1.0,300.0,422.0,1.0,0.0,45.0,2.0,34.0,0.013276098597158914,0.010001000100010001,0.0,88.0,0,0,0,0,0,1,0,0,0
558,559,19,7,643.03,16,12.99,39.99,390.84,7,12.99,39.99,172.93,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.042894094912933646,0.04316857327865314,27.0,27.0,0,0,0,0,0,1,0,0,0
559,560,19,7,353.56,10,8.99,8.99,89.9,3,8.99,8.99,26.97,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.11123470522803114,0.11123470522803115,0.0,0.0,0,0,0,0,0,1,0,0,0
560,561,19,7,0.0,1,24.99,24.99,24.99,1,24.99,24.99,24.99,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.040016006402561026,0.040016006402561026,0.0,0.0,0,0,0,0,0,1,0,0,0
561,562,19,7,6006.840999999999,56,6.99,199.99,824.86,5,6.99,99.99,243.95,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.07135187874283919,0.019907874594119628,93.0,193.0,0,0,1,0,1,0,0,0,0
562,563,19,7,386.402,4,189.99,209.99,609.97,1,209.99,209.99,209.99,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.006557699558994703,0.004762131530072861,0.0,20.0,0,0,1,0,1,0,0,0,0
563,564,19,7,2358.972,35,6.99,31.96,544.17,7,6.99,19.99,95.47,5.0,2300.0,556.0,219.0,2.0,36.0,2.0,6.0,0.06298674271498182,0.07398990566287027,12.999999999999998,24.97,0,0,1,0,1,0,0,0,0
564,565,19,7,528.967,3,129.99,149.99,429.97,1,149.99,149.99,149.99,1.0,4000.0,505.0,334.0,1.0,55.0,2.0,16.0,0.0069772309696025285,0.006667111140742716,0.0,20.0,0,0,1,0,1,0,0,0,0
565,566,19,7,963.0169999999999,6,3.0,16.99,31.99,1,3.0,3.0,3.0,1.0,300.0,494.0,122.0,9.0,62.0,2.0,56.0,0.18755861206627072,0.3333333333333333,0.0,13.989999999999998,0,0,0,0,0,1,0,0,0
566,567,19,7,2111.221,28,5.99,22.99,483.72,5,11.99,22.99,95.95,1.0,600.0,70.0,17.0,0.0,40.0,2.0,524.0,0.05765596196257791,0.05091649694501018,10.999999999999998,17.0,0,0,1,0,1,0,0,0,0
567,568,19,7,123.68799999999999,5,24.99,74.95,324.79,2,74.95,74.95,149.9,1.0,600.0,70.0,222.0,0.0,47.0,1.0,263.0,0.014554981442398661,0.0133422281521014,0.0,49.96000000000001,0,0,0,0,0,1,0,0,0
568,569,19,7,780.633,31,5.0,799.99,3124.84,7,5.0,499.99,624.94,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.007558818500554863,0.008262288890087949,494.99,794.99,0,0,1,0,1,0,0,0,0
569,570,19,7,58.956,4,39.99,59.99,179.96,1,39.99,39.99,39.99,1.0,8500.0,504.0,193.0,11.0,51.0,1.0,287.0,0.02222716159146477,0.02500625156289072,0.0,20.0,0,0,0,0,0,1,0,0,0
570,571,19,7,2506.31,56,3.99,26.99,312.47,4,5.99,12.99,34.96,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.1835810394864128,0.11376564277588168,7.0,23.0,0,0,0,0,0,1,0,0,0
571,572,19,7,10552.098,124,4.0,100.83,2811.96,13,4.99,39.99,235.9,5.0,2500.0,583.0,365.0,51.0,65.0,2.0,16.0,0.0435957913951245,0.05842794891512493,35.0,96.83,0,0,1,0,1,0,0,0,0
572,573,19,7,687.2239999999999,6,199.99,199.99,599.97,1,199.99,199.99,199.99,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.010000500025001247,0.005000250012500625,0.0,0.0,0,0,1,0,1,0,0,0,0
573,574,19,7,829.186,5,89.95,119.95,479.75,1,89.95,89.95,89.95,1.0,1000.0,463.0,62.0,11.0,36.0,2.0,6.0,0.01051276938971561,0.01111728738187882,0.0,30.0,0,0,1,0,1,0,0,0,0
574,575,19,7,7093.298000000001,8,15.99,299.99,502.9,2,22.99,45.0,67.99,1.0,900.0,473.0,24.0,3.0,32.0,1.0,32.0,0.013876583798554701,0.026551022214355253,22.01,284.0,0,0,0,0,0,1,0,0,0
575,576,19,7,661.946,23,3.99,19.99,241.82,5,3.99,19.99,51.95,5.0,3900.0,592.0,222.0,34.0,41.0,2.0,12.0,0.09895794287427845,0.10585210948132467,15.999999999999998,15.999999999999998,0,0,1,0,1,0,0,0,0
576,577,19,7,116.37,5,4.99,29.99,75.95,5,4.99,29.99,75.95,5.0,600.0,529.0,286.0,10.0,49.0,2.0,14.0,0.06101281269066504,0.06101281269066504,25.0,25.0,0,0,1,0,1,0,0,0,0
577,578,19,7,1065.346,17,14.99,99.99,510.87,7,14.99,99.99,282.93,5.0,300.0,395.0,96.0,2.0,34.0,2.0,39.0,0.02875860888125687,0.02298349665545351,85.0,85.0,0,0,1,0,1,0,0,0,0
578,579,19,7,658.805,16,3.99,19.99,167.85,2,3.99,3.99,7.98,1.0,600.0,70.0,31.0,0.0,26.0,2.0,7.0,0.09057808548418919,0.2506265664160401,0.0,15.999999999999998,0,0,1,0,1,0,0,0,0
579,580,19,7,718.485,19,29.99,319.99,2858.81,2,179.99,319.99,499.98,1.0,500.0,359.0,6.0,4.0,19.0,2.0,4.0,0.005557206609693219,0.003508895048949086,140.0,290.0,0,0,1,0,0,1,0,0,0
580,581,19,7,1353.339,19,9.99,24.99,258.77,6,9.99,24.99,102.9,1.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.07050452481341814,0.058097962102252425,14.999999999999998,14.999999999999998,0,0,1,0,1,0,0,0,0
581,582,19,7,231.22,4,9.99,137.69,187.66,4,9.99,137.69,187.66,1.0,600.0,565.0,185.0,7.0,48.0,2.0,63.0,0.019891860612307636,0.019891860612307636,127.7,127.7,0,0,1,0,1,0,0,0,0
582,583,19,7,448.124,14,12.99,74.99,372.86,2,12.99,39.99,52.98,1.0,8500.0,572.0,356.0,13.0,54.0,2.0,18.0,0.04064439846290275,0.04071424416913861,27.0,61.99999999999999,0,0,1,0,0,1,0,0,0
583,584,19,7,1415.8210000000001,2,149.99,149.99,299.98,1,149.99,149.99,149.99,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.006667111140742716,0.006667111140742716,0.0,0.0,0,0,1,0,1,0,0,0,0
584,585,19,7,5456.643,130,6.99,39.9,2377.97,9,6.99,27.99,160.6,1.0,600.0,527.0,38.0,1.0,34.0,2.0,16.0,0.05373400051252311,0.05528255528255529,21.0,32.91,0,0,1,0,1,0,0,0,0
585,586,19,7,1409.342,12,69.99,899.99,1769.91,1,149.99,149.99,149.99,5.0,1000.0,494.0,51.0,18.0,56.0,2.0,11.0,0.006785001017750153,0.006667111140742716,0.0,830.0,0,0,1,0,1,0,0,0,0
586,587,19,7,943.586,17,9.99,59.99,311.83,7,9.99,59.99,137.93,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.055552126411949884,0.05262330597377034,50.0,50.0,0,0,1,0,1,0,0,0,0
587,588,19,7,194.77900000000002,2,219.0,219.0,438.0,1,219.0,219.0,219.0,4.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.0045662100456621,0.0045662100456621,0.0,0.0,0,0,1,0,1,0,0,0,0
588,589,19,7,1411.819,13,9.99,39.99,294.87,3,9.99,24.99,49.97,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.04364687643240758,0.05918994334676849,14.999999999999998,30.0,0,0,1,0,1,0,0,0,0
589,590,19,7,2695.857,87,6.47,34.99,1344.1,12,12.99,19.99,199.88,1.0,600.0,614.0,146.0,4.0,36.0,2.0,163.0,0.06505139545246488,0.059513153374589324,6.999999999999998,28.520000000000003,0,0,1,0,1,0,0,0,0
590,591,19,7,5412.106,48,0.0,499.0,2509.56,8,17.99,499.0,677.93,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.031184229025434704,0.021819768710451666,481.01,499.0,0,0,1,0,1,0,0,0,0
591,592,19,7,545.953,4,3.99,9.99,23.98,3,3.99,9.99,18.98,5.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.1687638786084382,0.15906886517943747,6.0,6.0,0,0,1,0,1,0,0,0,0
592,593,19,7,18.531,2,29.99,29.99,59.98,1,29.99,29.99,29.99,2.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,1,0,1,0,0,0,0
593,594,19,7,902.721,13,7.99,99.99,407.89,6,9.99,99.99,199.95,1.0,4000.0,563.0,168.0,4.0,60.0,2.0,105.0,0.03053505748455898,0.029584548413000292,90.0,92.0,0,0,1,0,1,0,0,0,0
