sessionNo|startHour|startWeekday|duration|cCount|cMinPrice|cMaxPrice|cSumPrice|bCount|bMinPrice|bMaxPrice|bSumPrice|bStep|onlineStatus|availability|customerNo|maxVal|customerScore|accountLifetime|payments|age|address|lastOrder
1256|19|7|12749.398|123|1.99|79.99|2283.78|3|8.99|42.99|84.97|?|?|?|25690|2500|473|173|2|50|2|62
1256|19|7|12789.177|123|1.99|79.99|2283.78|3|8.99|42.99|84.97|2|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|12828.73|123|1.99|79.99|2283.78|3|8.99|42.99|84.97|2|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|12834.357|123|1.99|79.99|2283.78|3|8.99|42.99|84.97|2|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|12885.978|123|1.99|79.99|2283.78|3|8.99|42.99|84.97|2|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|12971.093|123|1.99|79.99|2283.78|3|8.99|42.99|84.97|1|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|13082.002|123|1.99|79.99|2283.78|3|8.99|42.99|84.97|2|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|13143.475|123|1.99|79.99|2283.78|3|8.99|42.99|84.97|1|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|13317.767|127|1.99|79.99|2429.74|4|8.99|42.99|127.96|?|?|?|25690|2500|473|173|2|50|2|62
1256|19|7|13464.541|129|1.99|79.99|2447.72|5|8.99|42.99|136.95|?|?|?|25690|2500|473|173|2|50|2|62
1256|19|7|13571.361|130|1.99|79.99|2453.71|5|8.99|42.99|136.95|2|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|13722.12|130|1.99|79.99|2453.71|5|8.99|42.99|136.95|3|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|13791.935|130|1.99|79.99|2453.71|5|8.99|42.99|136.95|4|y|completely orderable|25690|2500|473|173|2|50|2|62
1256|19|7|13843.824|130|1.99|79.99|2453.71|5|8.99|42.99|136.95|5|y|completely orderable|25690|2500|473|173|2|50|2|62
1257|19|7|38.081|4|34.99|34.99|104.97|1|34.99|34.99|34.99|?|?|?|?|?|?|?|?|?|?|?
1258|19|7|307.909|20|5.0|7.0|114.0|1|7.0|7.0|7.0|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|626.779|32|5.0|10.0|213.0|2|7.0|10.0|17.0|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|723.919|36|1.0|10.0|226.0|3|1.0|10.0|18.0|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|1143.222|56|1.0|17.95|419.7|4|1.0|17.95|35.95|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|1408.085|66|1.0|17.95|519.65|5|1.0|17.95|45.95|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|1630.004|77|1.0|23.99|694.07|6|1.0|17.95|55.94|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|1896.934|86|1.0|23.99|805.48|7|1.0|17.95|70.93|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|2001.961|95|1.0|23.99|896.95|8|1.0|17.95|79.93|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|2068.053|99|1.0|23.99|942.94|9|1.0|17.95|91.93|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|2120.743|103|1.0|23.99|990.9|10|1.0|17.95|103.92|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|2196.751|108|1.0|24.99|1100.85|11|1.0|19.99|123.91|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|2705.191|121|1.0|24.99|1253.72|12|1.0|19.99|130.9|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|2750.287|124|1.0|24.99|1265.69|13|1.0|19.99|134.89|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|2767.439|128|1.0|24.99|1285.65|14|1.0|19.99|139.88|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|2817.307|133|1.0|24.99|1314.6|15|1.0|19.99|146.87|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|3451.421|142|1.0|29.99|1437.51|15|1.0|19.99|146.87|1|y|mainly orderable|25691|1300|516|109|13|41|2|94
1258|19|7|3491.623|142|1.0|29.99|1437.51|15|1.0|19.99|146.87|1|y|mainly orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4030.79|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|?|?|?|25691|1300|516|109|13|41|2|94
1258|19|7|4035.313|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|1|y|mainly orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4081.852|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|2|y|completely orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4101.625|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|3|y|completely orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4122.56|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|3|y|completely orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4163.411|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|4|y|completely orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4214.086|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|4|y|completely orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4495.843|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|4|y|completely orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4568.953|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|4|y|completely orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4599.878|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|4|y|completely orderable|25691|1300|516|109|13|41|2|94
1258|19|7|4625.444|143|1.0|39.99|1477.5|16|1.0|39.99|186.86|5|y|completely orderable|25691|1300|516|109|13|41|2|94
1259|19|7|135.604|3|55.75|469.99|581.49|1|55.75|55.75|55.75|?|?|?|?|?|?|?|?|?|?|?
1260|19|7|499.432|5|49.99|99.99|449.95|1|99.99|99.99|99.99|?|?|?|?|?|?|?|?|?|?|?
1260|19|7|527.177|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|563.868|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|739.039|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|764.874|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|894.937|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|906.482|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1020.527|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1048.873|5|49.99|99.99|449.95|1|99.99|99.99|99.99|1|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1115.392|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1191.642|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1243.963|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1247.77|5|49.99|99.99|449.95|1|99.99|99.99|99.99|1|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1253.309|5|49.99|99.99|449.95|1|99.99|99.99|99.99|2|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1259.972|5|49.99|99.99|449.95|1|99.99|99.99|99.99|1|y|completely orderable|?|?|?|?|?|?|?|?
1260|19|7|1323.884|5|49.99|99.99|449.95|1|99.99|99.99|99.99|1|y|?|?|?|?|?|?|?|?|?
1261|19|7|1498.84|13|439.99|649.0|7535.91|1|649.0|649.0|649.0|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|1571.135|15|59.99|649.0|7655.89|2|59.99|649.0|708.99|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|1612.338|15|59.99|649.0|7655.89|2|59.99|649.0|708.99|1|y|completely orderable|25692|5000|500|219|45|69|2|83
1261|19|7|1694.204|17|19.99|649.0|7695.87|3|19.99|649.0|728.98|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|1876.894|22|14.99|649.0|7780.82|4|14.99|649.0|743.97|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|1896.145|22|14.99|649.0|7780.82|4|14.99|649.0|743.97|2|y|completely orderable|25692|5000|500|219|45|69|2|83
1261|19|7|1997.352|24|14.99|649.0|7810.8|5|14.99|649.0|758.96|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|2071.694|26|14.99|649.0|7840.78|6|14.99|649.0|773.95|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|2144.516|28|14.99|649.0|7880.76|7|14.99|649.0|793.94|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|3059.648|31|14.99|649.0|7940.73|8|14.99|649.0|813.93|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|3130.766|34|14.99|649.0|8000.7|9|14.99|649.0|833.92|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|3200.939|36|12.99|649.0|8026.68|10|12.99|649.0|846.91|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|3323.631|38|12.99|649.0|8056.66|11|12.99|649.0|861.9|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|3409.337|41|12.99|649.0|8161.63|12|12.99|649.0|896.89|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|3449.32|44|12.99|649.0|8251.6|13|12.99|649.0|926.88|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|3476.297|44|12.99|649.0|8251.6|13|12.99|649.0|926.88|1|y|completely orderable|25692|5000|500|219|45|69|2|83
1261|19|7|3654.47|45|12.99|649.0|8271.59|14|12.99|649.0|946.87|?|?|?|25692|5000|500|219|45|69|2|83
1261|19|7|3659.831|45|12.99|649.0|8271.59|14|12.99|649.0|946.87|1|y|completely orderable|25692|5000|500|219|45|69|2|83
1261|19|7|3736.659|45|12.99|649.0|8271.59|14|12.99|649.0|946.87|2|y|completely orderable|25692|5000|500|219|45|69|2|83
1261|19|7|3776.932|45|12.99|649.0|8271.59|14|12.99|649.0|946.87|3|y|completely orderable|25692|5000|500|219|45|69|2|83
1261|19|7|3864.976|45|12.99|649.0|8271.59|14|12.99|649.0|946.87|3|y|completely orderable|25692|5000|500|219|45|69|2|83
1261|19|7|3896.153|45|12.99|649.0|8271.59|14|12.99|649.0|946.87|4|y|completely orderable|25692|5000|500|219|45|69|2|83
1261|19|7|4239.339|45|12.99|649.0|8271.59|14|12.99|649.0|946.87|5|y|completely orderable|25692|5000|500|219|45|69|2|83
1262|19|7|170.676|3|0.99|189.99|380.97|1|189.99|189.99|189.99|?|?|?|?|?|?|?|?|?|?|?
1263|19|7|222.91|11|9.99|29.95|185.81|1|9.99|9.99|9.99|?|?|?|25693|300|471|5|2|58|1|40
1263|19|7|960.538|24|9.99|47.99|603.68|2|9.99|29.99|39.98|?|?|?|25693|300|471|5|2|58|1|40
1263|19|7|1036.903|24|9.99|47.99|603.68|2|9.99|29.99|39.98|2|y|completely orderable|25693|300|471|5|2|58|1|40
1263|19|7|1062.666|24|9.99|47.99|603.68|2|9.99|29.99|39.98|1|y|completely orderable|25693|300|471|5|2|58|1|40
1263|19|7|1124.45|25|9.99|47.99|633.67|3|9.99|29.99|69.97|?|?|?|25693|300|471|5|2|58|1|40
1263|19|7|1135.047|25|9.99|47.99|633.67|3|9.99|29.99|69.97|1|y|completely orderable|25693|300|471|5|2|58|1|40
1264|19|7|35.166|5|59.9|59.9|299.5|1|59.9|59.9|59.9|?|?|?|25694|2500|424|88|17|33|2|6
1264|19|7|321.379|7|34.9|59.9|369.3|1|59.9|59.9|59.9|2|y|completely orderable|25694|2500|424|88|17|33|2|6
1264|19|7|331.524|7|34.9|59.9|369.3|1|59.9|59.9|59.9|3|y|completely orderable|25694|2500|424|88|17|33|2|6
1264|19|7|350.921|7|34.9|59.9|369.3|1|59.9|59.9|59.9|4|y|completely orderable|25694|2500|424|88|17|33|2|6
1264|19|7|368.691|7|34.9|59.9|369.3|1|59.9|59.9|59.9|5|y|completely orderable|25694|2500|424|88|17|33|2|6
1265|19|7|22.629|3|22.99|22.99|68.97|1|22.99|22.99|22.99|?|?|?|25695|300|587|1|3|75|2|41
1265|19|7|55.151|6|17.99|22.99|122.94|2|17.99|22.99|40.98|?|?|?|25695|300|587|1|3|75|2|41
1265|19|7|90.578|8|12.99|22.99|148.92|3|12.99|22.99|53.97|?|?|?|25695|300|587|1|3|75|2|41
1265|19|7|112.527|10|12.99|22.99|174.9|4|12.99|22.99|66.96|?|?|?|25695|300|587|1|3|75|2|41
1265|19|7|129.978|12|12.99|22.99|220.88|5|12.99|22.99|89.95|?|?|?|25695|300|587|1|3|75|2|41
1265|19|7|150.5|14|9.99|22.99|240.86|6|9.99|22.99|99.94|?|?|?|25695|300|587|1|3|75|2|41
1265|19|7|165.236|16|9.99|22.99|260.84|7|9.99|22.99|109.93|?|?|?|25695|300|587|1|3|75|2|41
1265|19|7|177.955|16|9.99|22.99|260.84|7|9.99|22.99|109.93|1|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|338.124|17|4.99|22.99|265.83|7|9.99|22.99|109.93|1|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|435.441|17|4.99|22.99|265.83|7|9.99|22.99|109.93|1|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|510.473|17|4.99|22.99|265.83|7|9.99|22.99|109.93|2|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|649.015|17|4.99|22.99|265.83|7|9.99|22.99|109.93|?|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|658.73|17|4.99|22.99|265.83|7|9.99|22.99|109.93|4|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|697.198|17|4.99|22.99|265.83|7|9.99|22.99|109.93|?|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|758.232|17|4.99|22.99|265.83|7|9.99|22.99|109.93|1|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|768.661|18|4.99|22.99|288.82|8|9.99|22.99|132.92|?|?|?|25695|300|587|1|3|75|2|41
1265|19|7|771.749|18|4.99|22.99|288.82|8|9.99|22.99|132.92|1|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|792.159|18|4.99|22.99|288.82|8|9.99|22.99|132.92|?|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|821.89|18|4.99|22.99|288.82|8|9.99|22.99|132.92|3|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|880.629|18|4.99|22.99|288.82|8|9.99|22.99|132.92|3|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|896.429|18|4.99|22.99|288.82|8|9.99|22.99|132.92|3|y|completely orderable|25695|300|587|1|3|75|2|41
1265|19|7|911.715|18|4.99|22.99|288.82|8|9.99|22.99|132.92|?|y|completely orderable|25695|300|587|1|3|75|2|41
1266|19|7|0.0|1|19.99|19.99|19.99|1|19.99|19.99|19.99|?|?|?|25696|3000|493|154|29|50|2|36
1266|19|7|0.0|2|19.99|19.99|39.98|2|19.99|19.99|39.98|?|?|?|25696|3000|493|154|29|50|2|36
1266|19|7|3.4|2|19.99|19.99|39.98|2|19.99|19.99|39.98|1|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|294.407|2|19.99|19.99|39.98|2|19.99|19.99|39.98|2|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|306.084|2|19.99|19.99|39.98|2|19.99|19.99|39.98|2|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|320.802|2|19.99|19.99|39.98|2|19.99|19.99|39.98|2|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|338.26|2|19.99|19.99|39.98|2|19.99|19.99|39.98|2|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|366.432|2|19.99|19.99|39.98|2|19.99|19.99|39.98|3|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|456.72|2|19.99|19.99|39.98|2|19.99|19.99|39.98|4|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|468.402|2|19.99|19.99|39.98|2|19.99|19.99|39.98|3|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|509.49|2|19.99|19.99|39.98|2|19.99|19.99|39.98|4|y|completely orderable|25696|3000|493|154|29|50|2|36
1266|19|7|663.166|2|19.99|19.99|39.98|2|19.99|19.99|39.98|5|y|completely orderable|25696|3000|493|154|29|50|2|36
1267|19|7|958.752|6|666.0|999.0|4395.0|1|666.0|666.0|666.0|?|?|?|?|?|?|?|?|?|?|?
1267|19|7|974.626|6|666.0|999.0|4395.0|1|666.0|666.0|666.0|2|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|980.071|7|666.0|999.0|5061.0|2|666.0|666.0|1332.0|?|?|?|?|?|?|?|?|?|?|?
1267|19|7|1002.184|7|666.0|999.0|5061.0|2|666.0|666.0|1332.0|2|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1210.185|7|666.0|999.0|5061.0|2|666.0|666.0|1332.0|2|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1245.753|7|666.0|999.0|5061.0|2|666.0|666.0|1332.0|3|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1304.862|9|666.0|999.0|6393.0|3|666.0|666.0|1998.0|?|?|?|?|?|?|?|?|?|?|?
1267|19|7|1309.286|9|666.0|999.0|6393.0|3|666.0|666.0|1998.0|3|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1334.378|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|3|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1346.111|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|1|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1367.657|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|1|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1382.651|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|1|y|?|?|?|?|?|?|?|?|?
1267|19|7|1397.673|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|1|y|?|?|?|?|?|?|?|?|?
1267|19|7|1414.532|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|1|y|?|?|?|?|?|?|?|?|?
1267|19|7|1423.07|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|1|y|?|?|?|?|?|?|?|?|?
1267|19|7|1431.203|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|1|y|?|?|?|?|?|?|?|?|?
1267|19|7|1433.434|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|3|y|?|?|?|?|?|?|?|?|?
1267|19|7|1446.717|10|666.0|999.0|7059.0|3|666.0|666.0|1998.0|1|y|?|?|?|?|?|?|?|?|?
1267|19|7|1508.859|12|666.0|999.0|8391.0|3|666.0|666.0|1998.0|1|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1529.886|12|666.0|999.0|8391.0|3|666.0|666.0|1998.0|3|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1546.132|12|666.0|999.0|8391.0|3|666.0|666.0|1998.0|4|y|completely orderable|?|?|?|?|?|?|?|?
1267|19|7|1606.996|12|666.0|999.0|8391.0|3|666.0|666.0|1998.0|5|y|completely orderable|?|?|?|?|?|?|?|?
1268|19|7|31.524|2|29.99|29.99|59.98|1|29.99|29.99|29.99|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|146.948|8|19.99|29.99|179.92|2|19.99|29.99|49.98|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|230.453|13|9.99|29.99|249.87|3|9.99|29.99|59.97|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|286.174|16|3.99|29.99|284.75|4|3.99|29.99|63.96|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|369.327|19|3.99|34.99|389.72|5|3.99|34.99|98.95|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|475.037|22|3.99|34.99|413.69|6|3.99|34.99|106.94|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|898.143|36|3.99|34.99|497.65|7|3.99|34.99|128.93|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|964.729|38|3.99|34.99|517.63|8|3.99|34.99|138.92|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|1008.064|40|3.99|44.99|607.61|9|3.99|44.99|183.91|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|1192.166|54|3.99|44.99|897.47|10|3.99|44.99|203.9|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|3041.4|120|3.99|44.99|1400.03|11|3.99|44.99|218.89|?|?|?|25697|600|460|329|19|53|2|142
1268|19|7|3579.72|120|3.99|44.99|1400.03|11|3.99|44.99|218.89|1|y|completely orderable|25697|600|460|329|19|53|2|142
1268|19|7|3671.452|120|3.99|44.99|1400.03|11|3.99|44.99|218.89|3|y|completely orderable|25697|600|460|329|19|53|2|142
1268|19|7|3982.058|120|3.99|44.99|1400.03|11|3.99|44.99|218.89|4|y|completely orderable|25697|600|460|329|19|53|2|142
1268|19|7|4252.823|120|3.99|44.99|1400.03|11|3.99|44.99|218.89|4|y|completely orderable|25697|600|460|329|19|53|2|142
1268|19|7|4296.881|120|3.99|44.99|1400.03|11|3.99|44.99|218.89|4|y|completely orderable|25697|600|460|329|19|53|2|142
1268|19|7|4730.474|120|3.99|44.99|1400.03|11|3.99|44.99|218.89|5|y|completely orderable|25697|600|460|329|19|53|2|142
1269|19|7|8532.179|9|999.99|1899.99|12249.91|1|1899.99|1899.99|1899.99|?|?|?|?|?|?|?|?|?|?|?
1269|19|7|8550.914|9|999.99|1899.99|12249.91|1|1899.99|1899.99|1899.99|1|y|completely orderable|?|?|?|?|?|?|?|?
1269|19|7|8690.3|13|999.0|1899.99|17146.9|2|1449.0|1899.99|3348.99|?|?|?|?|?|?|?|?|?|?|?
1269|19|7|8702.584|13|999.0|1899.99|17146.9|2|1449.0|1899.99|3348.99|1|y|completely orderable|?|?|?|?|?|?|?|?
1269|19|7|9642.969|25|666.0|2199.99|33136.84|3|1449.0|1899.99|5198.98|?|?|?|?|?|?|?|?|?|?|?
1269|19|7|9695.29|26|666.0|2199.99|34986.83|4|1449.0|1899.99|7048.97|?|?|?|?|?|?|?|?|?|?|?
1269|19|7|9957.417|34|666.0|2199.99|47936.75|5|1449.0|1899.99|8948.96|?|?|?|?|?|?|?|?|?|?|?
1269|19|7|9996.015|34|666.0|2199.99|47936.75|5|1449.0|1899.99|8948.96|1|y|completely orderable|?|?|?|?|?|?|?|?
1269|19|7|10056.385|35|666.0|2199.99|49836.74|5|1449.0|1899.99|8948.96|2|y|completely orderable|?|?|?|?|?|?|?|?
1270|19|7|0.0|1|34.99|34.99|34.99|1|34.99|34.99|34.99|?|?|?|25698|600|582|73|1|66|2|11
1270|19|7|0.0|2|14.99|34.99|49.98|2|14.99|34.99|49.98|?|?|?|25698|600|582|73|1|66|2|11
1270|19|7|0.0|3|14.99|34.99|69.97|3|14.99|34.99|69.97|?|?|?|25698|600|582|73|1|66|2|11
1270|19|7|0.0|4|14.99|34.99|84.96|4|14.99|34.99|84.96|?|?|?|25698|600|582|73|1|66|2|11
1270|19|7|6.636|4|14.99|34.99|84.96|4|14.99|34.99|84.96|1|y|completely orderable|25698|600|582|73|1|66|2|11
1270|19|7|63.731|4|14.99|34.99|84.96|4|14.99|34.99|84.96|2|y|completely orderable|25698|600|582|73|1|66|2|11
1270|19|7|155.755|4|14.99|34.99|84.96|4|14.99|34.99|84.96|2|y|completely orderable|25698|600|582|73|1|66|2|11
1270|19|7|227.42|4|14.99|34.99|84.96|4|14.99|34.99|84.96|?|y|completely orderable|25698|600|582|73|1|66|2|11
1270|19|7|286.301|4|14.99|34.99|84.96|4|14.99|34.99|84.96|4|y|completely orderable|25698|600|582|73|1|66|2|11
1270|19|7|295.97|4|14.99|34.99|84.96|4|14.99|34.99|84.96|?|y|completely orderable|25698|600|582|73|1|66|2|11
1271|19|7|34.633|4|9.99|9.99|39.96|1|9.99|9.99|9.99|?|?|?|25699|4000|531|262|2|54|1|7
1271|19|7|177.529|7|9.99|9.99|69.93|2|9.99|9.99|19.98|?|?|?|25699|4000|531|262|2|54|1|7
1271|19|7|330.039|13|9.99|15.0|139.89|3|9.99|9.99|29.97|?|?|?|25699|4000|531|262|2|54|1|7
1271|19|7|811.403|21|6.99|15.0|210.81|4|6.99|9.99|36.96|?|?|?|25699|4000|531|262|2|54|1|7
1271|19|7|897.681|24|6.99|29.99|300.78|5|6.99|29.99|66.95|?|?|?|25699|4000|531|262|2|54|1|7
1271|19|7|972.927|27|6.99|29.99|390.75|6|6.99|29.99|96.94|?|?|?|25699|4000|531|262|2|54|1|7
1271|19|7|1041.546|29|6.99|29.99|404.75|7|6.99|29.99|103.94|?|?|?|25699|4000|531|262|2|54|1|7
1271|19|7|1087.085|29|6.99|29.99|404.75|7|6.99|29.99|103.94|?|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1095.552|29|6.99|29.99|404.75|7|6.99|29.99|103.94|4|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1160.327|29|6.99|29.99|404.75|7|6.99|29.99|103.94|?|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1202.177|29|6.99|29.99|404.75|7|6.99|29.99|103.94|1|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1218.333|29|6.99|29.99|404.75|7|6.99|29.99|103.94|1|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1260.604|29|6.99|29.99|404.75|7|6.99|29.99|103.94|1|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1295.552|29|6.99|29.99|404.75|7|6.99|29.99|103.94|1|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1366.326|29|6.99|29.99|404.75|7|6.99|29.99|103.94|1|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1413.851|32|6.99|29.99|425.72|8|6.99|29.99|110.93|?|?|?|25699|4000|531|262|2|54|1|7
1271|19|7|1423.92|32|6.99|29.99|425.72|8|6.99|29.99|110.93|?|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1501.111|32|6.99|29.99|425.72|8|6.99|29.99|110.93|?|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1527.865|33|6.99|29.99|432.71|8|6.99|29.99|110.93|?|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1608.471|33|6.99|29.99|432.71|8|6.99|29.99|110.93|?|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1662.545|34|6.99|29.99|439.71|8|6.99|29.99|110.93|?|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1760.01|35|6.99|29.99|446.7|8|6.99|29.99|110.93|?|y|completely orderable|25699|4000|531|262|2|54|1|7
1271|19|7|1805.817|35|6.99|29.99|446.7|8|6.99|29.99|110.93|4|y|completely orderable|25699|4000|531|262|2|54|1|7
